Species	Strain	Source_ID	Temp	ncbiTaxID
Prevotella melaninogenica	Craig	NCTC 9338	37	28132
Bacteroides fragilis	Onslow	NCTC 9343	37	817
Bacteroides fragilis	Fotheringham	NCTC 9344	37	817
Shigella dysenteriae	599-52	NCTC 9345	37	622
Shigella dysenteriae	2116-52	NCTC 9346	37	622
Shigella dysenteriae	1646	NCTC 9347	37	622
Shigella dysenteriae	3307-53	NCTC 9348	37	622
Shigella dysenteriae	3873-53	NCTC 9349	37	622
Shigella dysenteriae	4388-50	NCTC 9350	37	622
Shigella dysenteriae	2050-52	NCTC 9351	37	622
Shigella dysenteriae	2000-53	NCTC 9352	37	622
Shigella boydii	1643	NCTC 9353	37	621
Shigella boydii	1880	NCTC 9354	37	621
Shigella boydii	72	NCTC 9355	37	621
Shigella boydii	901	NCTC 9356	37	621
Shigella boydii	430	NCTC 9357	37	621
Shigella boydii	6336-52	NCTC 9358	37	621
Shigella boydii	34	NCTC 9359	37	621
Shigella boydii	1624-54	NCTC 9360	37	621
Shigella boydii	425	NCTC 9361	37	621
Shigella boydii	2045-54	NCTC 9362	37	621
Shigella boydii	604-52	NCTC 9363	37	621
Shigella sp.	792	NCTC 9364	37	-1
Shigella boydii	703	NCTC 9365	37	621
Shigella sp.	2710-54 (11-12)	NCTC 9366	37	-1
Shigella sp.	2043-54 (7-36)	NCTC 9367	37	-1
Shigella sp.	2044-54 (7-30)	NCTC 9368	37	-1
Staphylococcus aureus	N 55	NCTC 9369	37	1280
Chromobacterium violaceum	AM	NCTC 9370	37	536
Chromobacterium violaceum	MW	NCTC 9371	37	536
Chromobacterium violaceum	RV	NCTC 9372	37	536
Chromobacterium violaceum	FH	NCTC 9373	37	536
Chromobacterium violaceum	LG	NCTC 9374	37	536
Chromobacterium violaceum	DK	NCTC 9376	37	536
Chromobacterium violaceum	MH	NCTC 9377	37	536
Micrococcus luteus	50	NCTC 9379	37	1270
Mannheimia haemolytica	1266/56 A & B	NCTC 9380	37	75985
Neisseria meningitidis	220	NCTC 9388	37	487
Neisseria meningitidis	272	NCTC 9390	37	487
Neisseria meningitidis	1129	NCTC 9391	37	487
Staphylococcus aureus	MD 55	NCTC 9393	37	1280
Enterobacter cloacae	d 236	NCTC 9394	37	550
Enterobacter cloacae	d 259	NCTC 9395	37	550
Enterobacter cloacae	A 103	NCTC 9396	37	550
Streptococcus agalactiae	107A Futterman	NCTC 9409	37	1311
Streptococcus agalactiae	758 Cole	NCTC 9410	37	1311
Streptococcus agalactiae	859 21800/52	NCTC 9411	37	1311
Streptococcus agalactiae	906 Irene Morris	NCTC 9412	37	1311
Streptococcus dysgalactiae subsp. equisimilis	202A (L 862/46)	NCTC 9413	37	119602
Streptococcus dysgalactiae subsp. equisimilis	781 (E 160/46)	NCTC 9414	37	119602
Streptococcus agalactiae	951	NCTC 9415	37	1311
Serratia rubidaea	Elford	NCTC 9419	37	61652
Vibrio cholerae biotype el tor	Tor A	NCTC 9420	37	-1
Vibrio cholerae biotype el tor	Tor 1	NCTC 9421	37	-1
Vibrio cholerae biotype el tor	Tor 8	NCTC 9422	37	-1
Vibrio cholerae biotype el tor	Tor 31O	NCTC 9423	37	-1
Moraxella bovis	4909/53	NCTC 9425	37	476
Moraxella bovis	6109/53	NCTC 9426	37	476
Acinetobacter haemolyticus	82 Groombridge	NCTC 9427	37	29430
Pseudomonas fluorescens	85 Groombridge	NCTC 9428	30	294
Actinomyces bovis	B 11	NCTC 9429	37	1658
Actinomyces bovis	B 12	NCTC 9430	37	1658
Actinomyces bovis	B 14	NCTC 9431	37	1658
Bacillus circulans	STOSB	NCTC 9432	37	-1
Pseudomonas aeruginosa	292	NCTC 9433	37	287
Escherichia coli	Bullard	NCTC 9434	37	562
Actinobacillus equuli	BVE/1	NCTC 9435	37	718
Bacillus pumilus	Birmingham	NCTC 9436	37	1408
Shigella sonnei	4647	NCTC 9492	37	624
Serratia plymuthica	9493 RE XX1VC	NCTC 9493	37	82996
Klebsiella pneumoniae subsp pneumoniae	4428-53	NCTC 9494	37	-1
Klebsiella pneumoniae sensu stricto	4432-53	NCTC 9495	37	-1
Klebsiella edwardsii var. atlantae	4610-53	NCTC 9496	37	-1
Klebsiella pneumoniae	453/54	NCTC 9498	37	573
Klebsiella pneumoniae	602/54	NCTC 9499	37	573
Klebsiella pneumoniae subsp. pneumoniae	367-54	NCTC 9504	37	72407
Shigella sonnei	6670	NCTC 9506	37	624
Yersinia pseudotuberculosis	27	NCTC 9507	37	633
Yersinia pseudotuberculosis	43	NCTC 9508	37	633
Yersinia pseudotuberculosis	105	NCTC 9509	37	633
Raoultella planticola	MWB 1	NCTC 9527	37	575
Raoultella planticola	WB 2	NCTC 9528	37	575
Cronobacter universalis	MWB 3	NCTC 9529	37	535744
Hafnia alvei	MWB 14	NCTC 9540	37	569
Staphylococcus aureus	Hen 27	NCTC 9546	37	1280
Staphylococcus aureus	626	NCTC 9547	37	1280
Staphylococcus aureus	Bov 3	NCTC 9551	37	1280
Staphylococcus aureus	Bov 2	NCTC 9552	37	1280
Staphylococcus aureus	Bov 1	NCTC 9553	37	1280
Staphylococcus aureus	Sheep	NCTC 9555	37	1280
Staphylococcus aureus	Hen 29	NCTC 9556	37	1280
Proteus mirabilis	Frankfurt 2859	NCTC 9559	37	584
Clostridium tetani	McConkey	NCTC 9567	37	1513
Clostridium tetani	128	NCTC 9568	37	1513
Clostridium tetani	167	NCTC 9569	37	1513
Clostridium tetani	Tulloch	NCTC 9570	37	1513
Clostridium tetani	TenBroeck	NCTC 9571	37	1513
Clostridium tetani	1053	NCTC 9573	37	1513
Clostridium tetani	43	NCTC 9574	37	1513
Clostridium tetani	Earth	NCTC 9575	37	1513
Salmonella enterica subsp. salamae serotype clifton	Col Sal 1699/51 (JT 328)	NCTC 9599	37	-1
Salmonella enterica subsp. enterica serotype taunton	9600 JT 327 (Col Sal 1529/51) 28:k:e, n, x	NCTC 9600	37	-1
Klebsiella pneumoniae subsp. ozaenae	Poynter	NCTC 9601	37	574
Bacillus sphaericus	Bale	NCTC 9602	37	-1
Streptococcus dysgalactiae subsp. equisimilis	Valente	NCTC 9603	37	119602
Salmonella enterica subsp. salamae serotype bleadon	JT 333 (CN 4089)	NCTC 9604	37	-1
Salmonella enterica subsp. enterica serotype marylebone	9605 JT 335 9, 46:k:1, 2	NCTC 9605	37	-1
Salmonella enterica subsp. salamae serotype rowbarton	Col Sal 1607/51 (JT 332, CN 4983)	NCTC 9606	37	-1
Salmonella enterica subsp. enterica serotype sarajane	9607 Col Sal 2231/51 (JT 331) 4, 12, 27:d:e, n, x	NCTC 9607	37	-1
Salmonella enterica subsp. enterica serotype langford	9608 Col Sal 1681/51 (JT 334) 28:b:e, n, z15	NCTC 9608	37	-1
Salmonella enterica subsp. enterica serotype weston	9609 JT 336 (Col Sal 1596/51) 16:e, h:z6	NCTC 9609	37	-1
Staphylococcus aureus	AHT 7	NCTC 9611	37	1280
Staphylococcus aureus	AHT 11	NCTC 9612	37	1280
Staphylococcus aureus	AHT 17	NCTC 9613	37	1280
Staphylococcus aureus	AHT 21	NCTC 9614	37	1280
Klebsiella pneumoniae sensu stricto	5346/51	NCTC 9616	37	-1
Klebsiella pneumoniae	4274/53	NCTC 9617	37	573
Klebsiella pneumoniae	3031/49	NCTC 9632	37	573
Klebsiella pneumoniae subsp. pneumoniae	CDC 298/53	NCTC 9633	37	72407
Klebsiella pneumoniae	299/53	NCTC 9634	37	573
Klebsiella pneumoniae	985/53	NCTC 9635	37	573
Klebsiella pneumoniae	3270/53	NCTC 9636	37	573
Klebsiella pneumoniae	3272/53	NCTC 9637	37	573
Klebsiella pneumoniae	1506/54	NCTC 9644	37	573
Klebsiella pneumoniae subsp. ozaenae	5060/53	NCTC 9645	37	574
Klebsiella aerogenes	4160/53	NCTC 9646	37	548
Klebsiella pneumoniae	4275/53	NCTC 9652	37	573
Klebsiella pneumoniae	4045/53	NCTC 9656	37	573
Klebsiella pneumoniae subsp. ozaenae	McLurry	NCTC 9657	37	574
Klebsiella pneumoniae subsp. ozaenae	5681/51	NCTC 9659	37	574
Klebsiella pneumoniae	1352/53	NCTC 9660	37	573
Klebsiella pneumoniae sensu stricto	4099/53	NCTC 9661	37	-1
Klebsiella pneumoniae sensu stricto	1289/54	NCTC 9662	37	-1
Klebsiella pneumoniae subsp. ozaenae	2513/51	NCTC 9666	37	574
Klebsiella pneumoniae	4106/51	NCTC 9667	37	573
Klebsiella pneumoniae	284/52	NCTC 9668	37	573
Bacillus cereus	Mottram	NCTC 9680	37	1396
Salmonella enterica subsp. salamae serotype uphill	22 (CN 4099)	NCTC 9681	37	-1
Streptococcus equi subsp. equi	C 15	NCTC 9682	37	148942
Salmonella enterica subsp. enterica serotype java	436/54	NCTC 9683	37	-1
Salmonella enterica subsp. enterica serotype java	7968	NCTC 9684	37	-1
Salmonella enterica subsp. enterica serotype java	10390 (Col Sal 311/55)	NCTC 9685	37	-1
Salmonella enterica subsp. enterica serotype java	10777 (Col Sal 312/55)	NCTC 9686	37	-1
Clostridium novyi	BFE	NCTC 9691	37	1542
Clostridium haemolyticum	473 - A	NCTC 9692	37	84025
Clostridium haemolyticum	507 - A	NCTC 9693	37	84025
Chromobacterium violaceum	BN	NCTC 9694	37	536
Chromobacterium violaceum	SL	NCTC 9695	37	536
Chromobacterium violaceum	BH	NCTC 9696	37	536
Arcanobacterium haemolyticum	Leibow 53/W/1	NCTC 9697	37	28264
Escherichia coli	Katwijk	NCTC 9699	37	562
Escherichia coli	5624-50	NCTC 9701	37	562
Escherichia coli	4354-54	NCTC 9702	37	562
Escherichia coli	585-52	NCTC 9703	37	562
Escherichia coli	1686	NCTC 9704	37	562
Escherichia coli	1156-54	NCTC 9705	37	562
Escherichia coli	3303-51	NCTC 9706	37	562
Escherichia coli	4932-53	NCTC 9707	37	562
Escherichia coli	56-54	NCTC 9708	37	562
Enterobacter cloacae	Warner	NCTC 9711	37	550
Mannheimia haemolytica	642/56	NCTC 9712	37	75985
Neisseria meningitidis	M 425	NCTC 9713	37	487
Neisseria meningitidis	M 158	NCTC 9714	37	487
Staphylococcus aureus	A 967	NCTC 9715	37	1280
Staphylococcus aureus	PS81	NCTC 9717	37	1280
Shigella dysenteriae	986-55	NCTC 9718	37	622
Shigella dysenteriae	1611-55	NCTC 9719	37	622
Shigella dysenteriae	616-55	NCTC 9720	37	622
Shigella dysenteriae	76	NCTC 9721	37	622
Shigella flexneri	2462-54	NCTC 9722	37	623
Shigella flexneri	1607-55	NCTC 9723	37	623
Shigella flexneri	431-55	NCTC 9724	37	623
Shigella flexneri	602-55	NCTC 9725	37	623
Shigella flexneri	619-55	NCTC 9726	37	623
Shigella flexneri	1740-55	NCTC 9727	37	623
Shigella flexneri	13-55	NCTC 9728	37	623
Shigella flexneri	281-55	NCTC 9729	37	623
Shigella flexneri	1689-55	NCTC 9730	37	623
Shigella boydii	3269-54	NCTC 9731	37	621
Shigella boydii	1690-55	NCTC 9732	37	621
Shigella boydii	2970-54	NCTC 9733	37	621
Shigella boydii	4372-54	NCTC 9734	37	621
Enterobacter aerogenes	E 23	NCTC 9735	37	-1
Enterobacter cloacae	A 53	NCTC 9736	37	550
Kluyvera ascorbata	9737 C 9691 (ch)	NCTC 9737	37	51288
Serratia marcescens	V 146	NCTC 9741	37	615
Brevibacterium iodinum	Davis	NCTC 9742	37	31943
Serratia marcescens	E 13	NCTC 9743	37	615
Aeromonas liquefaciens	A 101	NCTC 9744	37	-1
Salmonella enterica subsp. salamae serotype krugersdorp	819169 (Col Sal 1656/55)	NCTC 9745	37	-1
Citrobacter freundii	ATCC 8090	NCTC 9750	37	546
Staphylococcus aureus	Duncan	NCTC 9752	37	1280
Staphylococcus aureus	PS187 (593, Wahl)	NCTC 9754	37	1280
Corynebacterium striatum	Newton	NCTC 9755	37	43770
Chromobacterium violaceum	Mentekab	NCTC 9757	37	536
Shigella dysenteriae	4780-55	NCTC 9759	37	622
Shigella dysenteriae	75	NCTC 9760	37	622
Shigella dysenteriae	77	NCTC 9762	37	622
Shigella dysenteriae	78	NCTC 9763	37	622
Shigella dysenteriae	4789-55	NCTC 9764	37	622
Shigella boydii	4350-54	NCTC 9765	37	621
Shigella boydii	2770-51	NCTC 9766	37	621
Shigella flexneri	4723-55	NCTC 9769	37	623
Shigella boydii	4681-55	NCTC 9770	37	621
Shigella boydii	1713-51	NCTC 9771	37	621
Shigella boydii	123	NCTC 9772	37	621
Shigella sonnei	4726-54	NCTC 9773	37	624
Shigella sonnei	1196	NCTC 9774	37	624
Escherichia coli	4752-55	NCTC 9775	37	562
Escherichia coli	4698-55	NCTC 9776	37	562
Escherichia coli	S 167	NCTC 9777	37	562
Escherichia coli	S 171	NCTC 9778	37	562
Shigella flexneri	3989-55	NCTC 9779	37	623
Shigella flexneri	1389	NCTC 9780	37	623
Shigella flexneri	7	NCTC 9781	37	623
Shigella flexneri	2178-51	NCTC 9782	37	623
Shigella flexneri	535	NCTC 9783	37	623
Shigella boydii	2799-55	NCTC 9784	37	621
Enterobacter cloacae	PM Malpaiss P 162	NCTC 9785	37	550
Salmonella enterica subsp. enterica serotype strasbourg	Col Sal 992/55	NCTC 9786	37	-1
Salmonella enterica subsp. enterica serotype sundsvall	Col Sal 3726/55 (JT 123)	NCTC 9787	37	-1
Staphylococcus aureus	PS80 (27530)	NCTC 9789	37	1280
Salmonella enterica subsp. enterica serotype azteca	9790 CDC 4738-55 (JT 814, Col Sal 3727/55) 4, 5, 12:l, v:1, 5	NCTC 9790	37	-1
Salmonella enterica subsp. enterica serotype shanghai	K 255 (Col Sal 3540)	NCTC 9791	37	-1
Salmonella enterica subsp. enterica serotype deversoir	9792 JT 309 45:c:e, n, x	NCTC 9792	37	-1
Klebsiella pneumoniae	D 201 H	NCTC 9793	37	573
Salmonella enterica subsp. enterica serotype rutgers	CDC 3220-55	NCTC 9794	37	-1
Janthinobacterium lividum	Hans H-24	NCTC 9796	22	29581
Salmonella enterica subsp. enterica serotype bergen	K 701 (JT 359, Col Sal 382/56)	NCTC 9798	37	-1
Salmonella enterica subsp. salamae serotype windhoek	JT 360 (Col Sal 2148/54)	NCTC 9799	37	-1
Clostridium drakei	Silage	NCTC 9800	37	332101
Anaerococcus octavius	Davey 1	NCTC 9810	37	54007
Mycobacterium gordonae	AJD	NCTC 9822	37	1778
Corynebacterium diphtheriae	Yaba	NCTC 9823	37	1717
Lactococcus lactis subsp lactis	54/851	NCTC 9824	37	-1
Arcanobacterium pyogenes	Aberdeen Angus	NCTC 9825	37	-1
Mycobacterium tuberculosis	12244 Warnes	NCTC 9826	37	1773
Mycobacterium tuberculosis	9065 McBridge	NCTC 9827	37	1773
Streptococcus agalactiae	Pattison R	NCTC 9828	37	1311
Streptococcus agalactiae	Pattison X	NCTC 9829	37	1311
Escherichia coli	2110-55	NCTC 9833	37	562
Escherichia coli	2715-54	NCTC 9834	37	562
Shigella dysenteriae	3341-55	NCTC 9835	37	622
Clostridium putrefaciens	Barnes	NCTC 9836	22	99675
Clostridium botulinum	Mauritius	NCTC 9837	37	1491
Enterobacter cloacae	14656	NCTC 9842	30	550
Enterobacter cloacae	14659	NCTC 9843	30	550
Cronobacter sakazakii	Serratia 6	NCTC 9844	30	28141
Enterobacter cloacae	Serratia 7	NCTC 9845	30	550
Cronobacter sakazakii	Serratia 2	NCTC 9846	30	28141
Bacillus megaterium	Elstree	NCTC 9848	37	-1
Shigella boydii	1052/50	NCTC 9850	37	621
Salmonella enterica subsp. enterica serotype bracknell	Col Sal 2697/53 (JT 368)	NCTC 9852	37	-1
Salmonella enterica subsp. enterica serotype bristol	Col Sal 1423/52 (JT 370)	NCTC 9853	37	-1
Salmonella enterica subsp. salamae serotype springs	JT 421 (Col Sal 315/54)	NCTC 9854	37	-1
Escherichia coli	E 6912	NCTC 9855	37	562
Listeria monocytogenes	Fraser	NCTC 9862	37	1639
Listeria monocytogenes	Ross	NCTC 9863	37	1639
Corynebacterium mycetoides	Castellani	NCTC 9864	37	38302
Staphylococcus epidermidis	Castellani	NCTC 9865	37	1282
Sarcina sp.	Helene	NCTC 9866	37	-1
Salmonella enterica subsp. enterica serotype alabama	ISC 509 (JT 989)	NCTC 9868	37	-1
Salmonella enterica subsp. enterica serotype albany	ISC 343	NCTC 9869	37	-1
Salmonella enterica subsp. enterica serotype ball	9870 ISC 300 (JT 991) 1, 4, 12:y:e, n, x	NCTC 9870	37	-1
Salmonella enterica subsp. enterica serotype bonn	ISC 469	NCTC 9871	37	-1
Salmonella enterica subsp. enterica serotype carmel	ISC 478	NCTC 9872	37	-1
Salmonella enterica subsp. enterica serotype chicago	ISC 389	NCTC 9873	37	-1
Salmonella enterica subsp. enterica serotype curacao	ISC 546	NCTC 9874	37	-1
Salmonella enterica subsp. enterica serotype duval	ISC 308	NCTC 9875	37	-1
Salmonella enterica subsp. enterica serotype friedenau	ISC 499	NCTC 9876	37	-1
Salmonella enterica subsp. enterica serotype hadar	9877 ISC 473 6, 8:z10:e, n, x	NCTC 9877	37	-1
Salmonella enterica subsp. enterica serotype haifa	ISC 296	NCTC 9878	37	-1
Salmonella enterica subsp. enterica serotype hessarek	9879 ISC 500 4, 12:a:1, 5	NCTC 9879	37	-1
Salmonella enterica subsp. enterica serotype homosassa	9880 ISC 342 1, 6, 14, 25:z:1, 5	NCTC 9880	37	-1
Salmonella enterica subsp. enterica serotype israel	ISC 487	NCTC 9881	37	-1
Salmonella enterica subsp. enterica serotype kingston	9882 ISC 354 1, 4, 12, 27:g, s, t:-	NCTC 9882	37	-1
Salmonella enterica subsp. enterica serotype krefeld	ISC 405	NCTC 9884	37	-1
Salmonella enterica subsp. enterica serotype lille	ISC 504	NCTC 9885	37	-1
Salmonella enterica subsp. enterica serotype lindenburg	ISC 406	NCTC 9886	37	-1
Salmonella enterica subsp. enterica serotype matadi	ISC 501	NCTC 9887	37	-1
Salmonella enterica subsp. enterica serotype mendoza	9888 ISC 359 9, 12:l, v:1, 2	NCTC 9888	37	-1
Salmonella enterica subsp. enterica serotype milwaukee	9890 ISC 333 (CN 4979) 43:f, g:-	NCTC 9890	37	-1
Salmonella enterica subsp. enterica serotype mishmarhaemek	9891 ISC 515 1, 13, 23:d:1, 5	NCTC 9891	37	-1
Salmonella enterica subsp. enterica serotype morotai	9892 ISC 299 17:1, v:1, 2	NCTC 9892	37	-1
Salmonella enterica subsp. enterica serotype nagoya	ISC 434	NCTC 9893	37	-1
Salmonella enterica subsp. enterica serotype quiniela	9894 ISC 344 6, 8:c:e, n, z15	NCTC 9894	37	-1
Salmonella enterica subsp. enterica serotype tananarive	ISC 292	NCTC 9895	37	-1
Salmonella enterica subsp. enterica serotype thomasville	9896 ISC 341 (3), (15), 34:y:1, 5	NCTC 9896	37	-1
Salmonella enterica subsp. enterica serotype usumbura	9897 ISC 471 18:d:1, 7	NCTC 9897	37	-1
Salmonella enterica subsp. enterica serotype duisburg	ISC 579	NCTC 9898	37	-1
Salmonella enterica subsp. enterica serotype hato	9899 ISC 551 4, 5, 12:g, m, s:-	NCTC 9899	37	-1
Salmonella enterica subsp. enterica serotype brazzaville	ISC 603	NCTC 9900	37	-1
Salmonella enterica subsp. enterica serotype decatur	9901 ISC 631 6, 7:c:1, 5	NCTC 9901	37	-1
Salmonella enterica subsp. enterica serotype bronx	9903 ISC 636 6, 8:c:1, 6	NCTC 9903	37	-1
Salmonella enterica subsp. enterica serotype saarbruecken	ISC 619	NCTC 9904	37	-1
Salmonella enterica subsp. salamae serotype haarlem	ISC 519	NCTC 9906	37	-1
Salmonella enterica subsp. enterica serotype portland	9907 ISC 649 9, 12:z10:1, 5	NCTC 9907	37	-1
Salmonella enterica subsp. enterica serotype goerlitz	9908 ISC 645 3, 15:e, h:1, 2	NCTC 9908	37	-1
Salmonella enterica subsp. enterica serotype manila	9910 ISC 618 3, 15:z10:1, 5	NCTC 9910	37	-1
Salmonella enterica subsp. enterica serotype maracaibo	ISC 585	NCTC 9911	37	-1
Salmonella enterica subsp. enterica serotype cerro	ISC 624	NCTC 9912	37	-1
Salmonella enterica subsp. enterica serotype lisboa	9913 ISC 580 16:z10:1, 6	NCTC 9913	37	-1
Salmonella enterica subsp. enterica serotype seattle	9914 ISC 635 28:a:e, n, x	NCTC 9914	37	-1
Salmonella enterica subsp. salamae serotype kaltenhausen	ISC 641	NCTC 9915	37	-1
Salmonella enterica subsp. enterica serotype mundonobo	9916 ISC 577 28:d:1, 7	NCTC 9916	37	-1
Salmonella enterica subsp. enterica serotype ezra	ISC 639	NCTC 9917	37	-1
Salmonella enterica subsp. enterica serotype godesberg	ISC 632 (CN 4980)	NCTC 9918	37	-1
Salmonella enterica subsp. enterica serotype bodjonegoro	9919 ISC 604 (JT 992) 30:z4, z24:-	NCTC 9919	37	-1
Salmonella enterica subsp. enterica serotype korovi	9920 ISC 644 (CN 4981) 38:g, m, s:-	NCTC 9920	37	-1
Salmonella enterica subsp. enterica serotype emmastad	nan	NCTC 9921	37	-1
Salmonella enterica subsp. enterica serotype colombo	ISC 561 (JT 996)	NCTC 9922	37	-1
Salmonella enterica subsp. enterica serotype kalamu	9923 ISC 668 4, 12:z4, z24:-	NCTC 9923	37	-1
Salmonella enterica subsp. enterica serotype neukoelln	9924 ISC 692 6, 7:l, z13, z28:e, n, z15	NCTC 9924	37	-1
Salmonella enterica subsp. enterica serotype djugu	9925 ISC 676 6, 7:z10:e, n, x	NCTC 9925	37	-1
Salmonella enterica subsp. enterica serotype blockley	9926 ISC 670 6, 8:k:1, 5	NCTC 9926	37	-1
Salmonella enterica subsp. enterica serotype dakar	ISC 652	NCTC 9928	37	-1
Salmonella enterica subsp. enterica serotype yolo	9929 ISC 711 (CN 4987) 35:c:-	NCTC 9929	37	-1
Salmonella enterica subsp. salamae serotype degania	ISC 672	NCTC 9930	37	-1
Actinomyces odontolyticus	A 21	NCTC 9931	37	-1
Bacillus licheniformis	CN 559	NCTC 9932	37	1402
Bacillus subtilis	CN 3939	NCTC 9933	37	1423
Actinomyces odontolyticus	A 10	NCTC 9935	37	-1
Salmonella enterica subsp. salamae serotype greenside	ISC 842 (SS 362/56)	NCTC 9936	37	-1
Salmonella enterica subsp. enterica serotype caracas	9937 ISC 279 1, 6, 14, 25:g, m, s:-	NCTC 9937	37	-1
Enterococcus avium	E 6844	NCTC 9938	37	33945
Bacillus cereus	M 8	NCTC 9939	37	1396
Serratia marcescens	S 7616	NCTC 9940	37	615
Salmonella enterica subsp. enterica serotype worthington	JT 348 (2/56)	NCTC 9941	37	-1
Salmonella enterica subsp. enterica serotype warragul	Col Sal 580/54 (JT 688)	NCTC 9942	37	-1
Pseudomonas syncyanea	Delft	NCTC 9943	30	281467
Staphylococcus aureus	Boy R	NCTC 9944	37	1280
Bacillus cereus	569/H	NCTC 9945	37	1396
Bacillus cereus	Sneath 5/B	NCTC 9946	37	1396
Bacillus cereus	Sneath 5	NCTC 9947	37	1396
Salmonella sp.	SS 813 A (JT 474)	NCTC 9948	37	-1
Salmonella enterica subsp. enterica serotype dahlem	SS 772/56 (JT 480)	NCTC 9949	37	-1
Shigella flexneri	13737	NCTC 9950	37	623
Shigella dysenteriae	55/3053	NCTC 9952	37	622
Shigella dysenteriae	DRL 259/55 7825	NCTC 9953	37	622
Shigella dysenteriae	23	NCTC 9954	37	622
Shigella dysenteriae	F/1009/54	NCTC 9955	37	622
Shigella dysenteriae	25	NCTC 9956	37	622
Shigella dysenteriae	DRL 453/55	NCTC 9957	37	622
Salmonella enterica subsp. enterica serotype karamoja	9958 Col Sal 714/54 40:z41:1, 2	NCTC 9958	37	-1
Salmonella enterica subsp. enterica serotype senftenberg	775/W (Col Sal 385/57, JT 493)	NCTC 9959	37	-1
Enterobacter cloacae	E 4	NCTC 9960	30	550
Escherichia coli	Seeliger 178-5	NCTC 9961	37	562
Escherichia coli	Ewing 4866-53	NCTC 9962	37	562
Escherichia coli	S 239	NCTC 9963	37	562
Escherichia coli	N 87	NCTC 9964	37	562
Escherichia coli	N 282	NCTC 9965	37	562
Escherichia coli	4370-53	NCTC 9966	37	562
Escherichia coli	Pecs	NCTC 9967	37	562
Escherichia coli	Sakazaki 1111-55	NCTC 9968	37	562
Escherichia coli	RVC 1787	NCTC 9969	37	562
Shigella flexneri	1012-57	NCTC 9989	37	623
Comamonas terrigena	452 -3	NCTC 9991	37	32013
Shigella sonnei	Tee	NCTC 9992	37	624
Streptococcus agalactiae	O 90 R	NCTC 9993	37	1311
Streptococcus pyogenes	S 84	NCTC 9994	37	1314
Klebsiella aerogenes	Tee	NCTC 9997	37	548
Arcanobacterium haemolyticum	Manchester 32042	NCTC 9998	37	28264
Actinomadura pelletieri	513	NCTC 9999	37	111805
Escherichia coli	6019-50	NCTC 10002	37	562
Bacillus stearothermophilus	Kelsey	NCTC 10003	60	-1
Enterobacter cloacae	279-56	NCTC 10005	37	550
Klebsiella aerogenes	CDC 819-56	NCTC 10006	37	548
Geobacillus stearothermophilus	NCA 1518	NCTC 10007	60	1422
Mycobacterium phlei	Fulton	NCTC 10008	30	-1
Mycobacterium marinum	XVI	NCTC 10009	37	1781
Mycobacterium marinum	BIV	NCTC 10010	37	1781
Mycobacterium marinum	X	NCTC 10011	37	1781
Mycobacterium marinum	V	NCTC 10012	37	1781
Mycobacterium ulcerans	Edwards	NCTC 10013	37	1809
Proteus vulgaris	P 393	NCTC 10015	37	585
Staphylococcus aureus	8719	NCTC 10017	37	1280
Staphylococcus aureus	2009	NCTC 10019	37	1280
Proteus vulgaris	15363 A	NCTC 10020	37	585
Neisseria gonorrhoeae	Ruddock	NCTC 10022	37	485
Staphylococcus aureus	PS82 (L Ho 552280)	NCTC 10023	37	1280
Shigella boydii	E 16	NCTC 10024	37	621
Neisseria meningitidis	M 1027	NCTC 10025	37	487
Neisseria meningitidis	M 2092	NCTC 10026	37	487
Neisseria meningitidis	M 962	NCTC 10027	37	487
Neisseria meningitidis	M 997	NCTC 10028	37	487
Yersinia pestis	13925/58	NCTC 10029	30	632
Yersinia pestis	13927/58	NCTC 10030	30	632
Proteus vulgaris	P 284	NCTC 10031	37	585
Staphylococcus aureus	PS42D (1363)	NCTC 10033	37	1280
Proteus vulgaris	P 307	NCTC 10034	37	585
Staphylococcus aureus	RL Mucoid	NCTC 10035	37	1280
Serratia rubidaea	019915	NCTC 10036	37	61652
Brucella ovis	303	NCTC 10037	37	236
Pseudomonas fluorescens	28/5	NCTC 10038	30	294
Staphylococcus aureus	PS83A/83B	NCTC 10039	37	1280
Morganella morganii	N-O-T 1	NCTC 10041	37	582
Mycobacterium xenopi	ATCC 19250	NCTC 10042	37	1789
Salmonella enterica subp. arizonae	404	NCTC 10043	37	-1
Salmonella enterica subp. arizonae	1840-54	NCTC 10044	37	-1
Salmonella enterica subsp. arizonae	2432-53	NCTC 10045	37	59203
Salmonella enterica subsp. arizonae	Inst. Past. 1995-58	NCTC 10046	37	59203
Salmonella enterica subsp. arizonae	3600-56	NCTC 10047	37	59203
Salmonella enterica subsp. arizonae	Japan 396-56	NCTC 10048	37	59203
Salmonella enterica subsp. arizonae	124-57	NCTC 10049	37	59203
Salmonella enterica subsp. arizonae	Boycott 2758-55	NCTC 10051	37	59203
Salmonella enterica subsp. arizonae	Minn 98	NCTC 10052	37	59203
Salmonella enterica subsp. arizonae	Calif 3878-58	NCTC 10053	37	59203
Salmonella enterica subsp. arizonae	3205-51	NCTC 10054	37	59203
Salmonella enterica subsp. arizonae	Boycott 4587-57	NCTC 10055	37	59203
Salmonella enterica subsp. houtenae serotype soesterberg	CDC 2959-55	NCTC 10056	37	-1
Salmonella enterica subsp. arizonae	5395-52	NCTC 10057	37	59203
Salmonella enterica subsp. arizonae	252-58	NCTC 10058	37	59203
