Source_ID	Name	Temp	ncbiTaxID
53555T	Gordonia malaquae	22-37	410332
53534T	Oceanobacillus caeni	30-37	405946
53519T	Paenibacillus provencensis	37	441151
53521T	Paenibacillus urinalis	37	521520
53522T	Actinomyces massiliensis	37	461393
53480T	Sporosarcina thermotolerans	37	633404
53463T	Sphingomonas haloaromaticamans	30	653954
53462T	Sphingomonas fennica	30	114404
53453T	Liquorilactobacillus ghanensis	30-37	399370
53443T	Yersinia massiliensis	30	419257
53377T	Corynebacterium ureicelerivorans	37	401472
53370T	Deinococcus aquatilis	30	519440
53340T	Anaerococcus murdochii	37	411577
53341T	Peptoniphilus gorbachii	37	411567
53342T	Peptoniphilus olsenii	37	411570
53270T	Paenibacillus vulneris	37	1133364
53230T	Chromobacterium haemolyticum	30-37	394935
53213T	Bartonella washoensis subsp. cynomysii	37	186739
53174T	Companilactobacillus crustorum	30	392416
53151T	Williamsia serinedens	22-42	391736
53152T	Lysobacter defluvii	22-42	391738
53114T	Pseudomonas moorei	30	395599
53115T	Pseudomonas mohnii	30	395600
53116T	Pseudomonas reinekei	30	395598
53117T	Kinneretia asaccharophila	30	582607
52993T	Burkholderia bryophila	28	420952
53006T	Burkholderia megapolitana	28	420953
52977T	Sneathia vaginalis	37	187101
52969T	Myroides ceti	37	395087
52972T	Streptococcus plurextorum	37	456876
52917T	Modicisalibacter tunisiensis	30-37	390637
52896T	Chryseobacterium daecheongense	30-37	192389
52897T	Sphingobium chungbukense	30	56193
52898T	Herbaspirillum chlorophenolicum	30	211589
52900T	Chryseobacterium taeanense	30	311334
52901T	Tetragenococcus koreensis	37	290335
52902T	Sphingopyxis granuli	30-37	267128
52903T	Fulvimarina pelagi	30	217511
52904T	Chryseobacterium soldanellicola	30-37	311333
52867T	Yersinia enterocolitica subsp. palearctica	30	150053
52882T	Yersinia similis	30	367190
52863T	Photococcus caeruleum	30	333370
52860T	Avibacterium endocarditidis	37	380674
52861T	Psittacicella hinzii	37	2028575
52843T	Levilactobacillus namurensis	30	380393
52837T	Polaromonas vacuolata	8-22	37448
52767T	Mitsuaria chitosanitabida	30	65048
52769T	Pelomonas puraquae	30	431059
52764T	Chryseobacterium anthropi	37	520603
52711T	Chryseobacterium hominis	37	420404
52648T	Moryella indoligenes	37	371674
52597T	Neisseria animaloris	37	326522
52598T	Neisseria zoodegmatis	37	326523
52575T	Pelomonas aquatica	30	431058
52546T	Chryseobacterium ureilyticum	30	373668
52547T	Chryseobacterium molle	30	216903
52548T	Chryseobacterium pallidum	30-37	373671
52549T	Chryseobacterium gambrini	30-37	373672
52536T	Streptococcus ictaluri	30	380397
52537T	Sphingosinicella xenopeptidilytica	20-30	364098
52530T	Aerococcus suis	37	371602
52521T	Aquamarina intermedia	28	350814
52510T	Chitinophaga skermanii	30	331697
52513T	Herminiimonas fonticola	30	303380
52462T	Dokdonella ginsengisoli	30-37	363846
52467T	Sphingobacterium composti	30-42	363260
52475T	Aeromicrobium panacisoli	30	2708114
52477T	Kribbella ginsengisoli	30	363865
52478T	Nocardioides ginsengisoli	30-37	363868
52417T	Helicobacter mastomyrinus	37	287948
52418T	Helicobacter cetorum	37	138563
52419T	Helicobacter marmotae	37	152490
52420T	Helicobacter brantae	37	375927
52421T	Helicobacter anseris	37	375926
52422T	Kytococcus schroeteri	37	138300
52395T	Kocuria palustris	30	71999
52397T	Kocuria polaris	22-37	136273
52398T	Sphingomonas yabuuchiae	30-37	172044
52342T	Glutamicibacter bergerei	22-30	256702
52344 AT	Microbacterium hominis	37	1348634
52345T	Pseudomonas grimontii	30	129847
52346T	Pseudoramibacter alactolyticum	37	887929
52307T	Haematobacter missouriensis	37	366616
52313T	Haematobacter genomospecies 1	37	1310087
52263T	Paucilactobacillus oligofermentans	30	293371
52213T	Massilia dura	30	321982
52214T	Massilia albidiflava	30	321983
52217T	Cohnella laeviribosi	37-42	380174
52238T	Cupriavidus necator	30-37	106590
52239T	Furfurilactobacillus rossiae	30	231049
52242T	Nocardia concava	37	257281
52243T	Gordonia otitidis	30-37	249058
52219T	Roseateles depolymerans	37	76731
52222T	Roseateles terrae	37	431060
52203T	Enterocloster citroniae	37	358743
52204T	Enterocloster aldenensis	37	358742
52199T	Helicobacter equorum	37	361872
52183T	Rhodovulum marinum	30	320662
52126T	Pseudonocardia tetrahydrofuranoxydans	30	102884
52064T	Bermanella marisrubri	25	207949
52066T	Reinekea blandensis	25	374838
52049T	Moraxella bovoculi	37	386891
52030T	Methyloversatilis universalis	37	378211
51999T	Bartonella australis	37	388640
51961T	Mycobacterium kumamotonense	35	354243
51943T	Citricoccus alkalitolerans	30	246603
51944T	Serinicoccus marinus	30	247333
51945T	Arthrobacter koreensis	30-42	199136
51940T	Leeuwenhoekiella blandensis	30-37	360293
51923T	Chryseobacterium piscium	30	333702
51928T	Moellerella wisconsensis	37	158849
51929T	Bacteroides acidifaciens	37	85831
51930T	Leifsonia shinshuensis	30	150026
51931T	Leifsonia naganoensis	30	150025
51932T	Rothia aeria	37	172042
51933T	Prevotella shahii	37	228603
51934T	Prevotella salivae	37	228604
51935T	Prevotella albensis	37	77768
51936T	Exiguobacterium oxidotolerans	37	223958
51937T	Prevotella multiformis	37	282402
51897T	Mycobacterium heckeshornense	37	110505
51857T	Capnocytophaga leadbetteri	37	327575
51858T	Peptostreptococcus stomatis	37	341694
51855T	Psychromonas ingrahamii	12	357794
51817T	Rubellimicrobium thermophilum	42-45	295419
51779T	Pseudolabrys taiwanensis	28-30	331696
51768T	Citricoccus muralis	26-30	169134
51657T	Pusillimonas noertemannii	30-37	305977
51564T	Enterococcus caccae	30-37	317735
51503T	Pseudomonas meliae	22-30	86176
51504T	Pseudomonas graminis	30	158627
51505T	Pseudomonas avellanae	20-30	46257
51507T	Pseudomonas marginalis	30	298
51509T	Pseudomonas chloritidismutans	30	203192
51510T	Pseudomonas kilonensis	30-37	132476
51511T	Pseudomonas indica	30	137658
51512T	Pseudomonas poae	21-28	200451
51513T	Pseudomonas congelans	30	200452
51514T	Pseudomonas brenneri	30	129817
51515T	Pseudomonas proteolytica	30	219574
51516T	Pseudomonas psychrotolerans	30-37	237610
51517T	Pseudomonas extremorientalis	28	169669
51519T	Pseudomonas koreensis	30	198620
51520T	Pseudomonas costantinii	30	168469
51522T	Pseudomonas lini	22-30	163011
51523T	Pseudomonas cannabina	30	86840
51524T	Pseudomonas palleroniana	30	191390
51486T	Clostridium saccharogumia	37	1121333
51487T	Lactonifactor longoviformis	37	341220
51464T	Porphyromonas somerae	37	322095
51442T	Kocuria marina	30-37	223184
51443T	Comamonas badia	30	265291
51445T	Rhodanobacter fulvus	25	219571
51432T	Vagococcus elongatus	37	180344
51397T	Hydrotalea flava	37	714549
51391T	Deinococcus ficus	22-37	317577
51354T	Enterobacter ludwigii	37	299767
51349T	Burkholderia oklahomensis	25-37	342113
51321T	Corynebacterium tuscaniense	37	302449
51323T	Enterobacter ludwigii	30-37	299767
51325T	Levilactobacillus hammesii	30	267633
51328T	Amoebinatus massiliae	30-37	-1
51329T	Chryseobacterium massiliae	22-37	204089
51308T	Enterococcus aquimarinus	37	328396
51312T	Enterococcus canintestini	30-37	317010
51290T	Pediococcus stilesii	30	331679
51270T	Staphylococcus pettenkoferi	37	170573
51256T	Staphylococcus simiae	37	308354
51248T	Acinetobacter gyllenbergii	30	134534
51249T	Acinetobacter beijerinckii	30	262668
51246T	Polaromonas naphthalenivorans	20	216465
51224T	Prevotella bergensis	37	242750
50989T	Mycobacterium chimaera	37	222805
50992T	Mycobacterium florentinum	37	292462
50988T	Pseudomonas simiae	37	321846
50970T	Chryseobacterium vrystaatense	28	307480
50949T	Exiguobacterium profundum	30-42	307643
50924T	Alcaligenes aquatilis	28-37	323284
50898T	Kosakonia radicincitans	30-37	283686
50899T	Ochrobactrum pituitosum	30	571256
50881T	Duganella violaceinigra	30	1121480
50882T	Naxibacter alkalitolerans	30-37	286638
50883T	Dyella koreensis	30	311235
50875T	Dietzia cinnamea	37	321318
50858T	Neisseria bacilliformis	37	267212
50837T	Segniliparus rotundus	30-37	286802
50838T	Segniliparus rugosus	30-37	286804
50787T	Lactiplantibacillus argentoratensis	37	271881
50765T	Acinetobacter baylyi	30-37	202950
50766T	Acinetobacter bouvetii	30	202951
50767T	Acinetobacter grimontii	30-42	1217666
50768T	Acinetobacter tjernbergiae	30	202955
50769T	Acinetobacter towneri	30	202956
50775T	Bartonella vinsonii subsp. arupensis	37	110578
50777T	Deinococcus murrayi	37	68910
50778T	Paenibacillus illinoisensis	30-37	59845
50779T	Pseudomonas abietaniphila	30	89065
50780T	Pseudomonas fulva	30	47880
50754T	Microbacterium koreense	30-37	323761
50739T	Vibrio agarivorans	30	153622
50742T	Vibrio ponticus	22-35	265668
50743T	Pseudomonas argentinensis	30-37	289370
50705T	Cellulosimicrobium funkei	22-42	264251
50593T	Minibacterium massiliensis	30	375286
50579T	Aminobacter lissarensis	26-37	305698
50580T	Aminobacter ciceronei	26-37	150723
53409T	Actinoplanes couchii	30	403638
53410T	Nocardia acidovorans	30	404580
50528T	Bacteroides coprosuis	37	151276
50616T	Mycoplasma hominis	37	347256
51058T	Brevibacillus borstelensis	37	45462
51061T	Brevibacillus choshinensis	30-37	54911
51067T	Rhodococcus coprophilus	37	38310
51068T	Rhodococcus rhodnii	37	38312
51069T	Rhodococcus ruber	37	1830
51075T	Rhodococcus erythropolis	30	1833
50446T	Clostridium lundense	37	319475
50447T	Enterococcus italicus	37	246144
50418T	Prevotella baroniae	37	305719
50419T	Prevotella marshii	37	189722
50398T	Mycobacterium barrassiae	30	319709
50347T	Brachybacterium sacelli	28	173364
50348T	Brachybacterium nesterenkovii	30	47847
50349T	Brachybacterium alimentarium	30	47845
50350T	Brachybacterium fresconis	28	173363
50352T	Brachybacterium muris	37	219301
50353T	Brachybacterium tyrofermentans	30	47848
50354T	Brachybacterium conglomeratum	30	47846
50333T	Schlegelella thermodepolymerans	42	215580
50209T	Gulosibacter bifidus	30-42	272239
50212T	Zimmermannella alba	37	1349786
50213T	Leucobacter albus	30-37	272210
50214T	Petrotoga halophila	56	301141
50200T	Nocardia elegans	26-42	300029
50202T	Rhodococcus triatomae	22-37	300028
50208T	Pseudomonas synxantha	28	47883
50184T	Mycobacterium abscessus subsp. bolletii	37	1091046
50185T	Mycobacterium phocaicum	37	319706
50186T	Mycobacterium aubagnense	30	319707
50187T	Mycobacterium conceptionense	30-37	451644
50159T	Brachybacterium muris	37	219301
50160T	Brachybacterium conglomeratum	30	47846
50161T	Deinococcus proteolyticus	30	55148
50162T	Levilactobacillus acidifarinae	37	267364
50163T	Levilactobacillus zymae	37	267363
50105T	Prevotella timonensis	30-37	386414
50093T	Corynebacterium resistens	37	258224
50090T	Paenibacillus motobuensis	30-37	295324
50051T	Fusobacterium equinum	37	134605
50052T	Fusobacterium naviforme	37	77917
50053T	Fusobacterium ulcerans	37	861
50001T	Chryseobacterium taichungense	26-37	295069
49965T	Gulosibacter molinativorax	37	256821
49949T	Fructobacillus durionis	28	283737
49773T	Kingella potus	37	265175
49732T	Thermodesulfomicrobium thermophilum	42-56	380392
49733T	Fusobacterium canifelinum	37	285729
49715T	Janibacter anophelis	22-42	319054
49701T	Acaricomes phytoseiuli	30	291968
49689T	Chryseobacterium koreense	22-37	232216
49690T	Streptococcus massiliensis	37	313439
49675T	Pseudomonas vancouverensis	30	95300
49676T	Leucobacter komagatae	30-37	55969
49622T	Pseudomonas flavescens	22-35	29435
49623T	Pseudomonas plecoglossicida	30	70775
49624T	Hymenobacter aerophilus	22-30	119644
49625T	Pseudomonas antarctica	20-30	219572
49613T	Pilibacter termitis	30	263852
49583T	Caballeronia sordidicola	22-30	196367
49584T	Pseudochrobactrum kiredjianiae	30	386305
49571T	Cohnella hongkongensis	37	178337
49566T	Thermoanaerobacter mathranii subsp. alimentarius	56	291615
49560T	Cobetia amphilecti	28	1055104
49562T	Cobetia pacifica	28	1055101
49563T	Cobetia litoralis	30	1055102
49543T	Staphylococcus pseudintermedius	30-37	283734
49529T	Ureibacillus massiliensis	30-37	292806
49520T	Thorsellia anophelis	37	336804
49454T	Pseudoxanthomonas mexicana	30-42	128785
49455T	Streptococcus pseudopneumoniae	37	257758
49459T	Catellicoccus marimammalium	37	300419
49444T	Curvibacter fontanus	30	247486
49445T	Curvibacter gracilis	30	230310
49446T	Giesbergeria anulus	30	180197
49447T	Aquaspirillum itersonii subsp. itersonii	30	1279038
49448T	Aquaspirillum itersonii subsp. nipponicum	30-37	180198
49449T	Aquaspirillum peregrinum subsp. integrum	22-30	180200
49450T	Aquaspirillum polymorphum	28	80877
49452T	Giesbergeria sinuosa	30	80883
49453T	Herbaspirillum putei	22-37	1235558
49434T	Jannaschia rubra	24-26	282197
49435T	Labrenzia alba	24-26	311410
49437T	Thalassobacter stenotrophicus	24-26	266809
49438T	Thalassobius mediterraneus	22-30	340021
49353T	Lactobacillus kefiranofaciens subsp. kefirgranum	30	190906
49339T	Caulobacter henricii	30	69395
49340T	Cupriavidus basilensis	28	68895
49291T	Dialister propionicifaciens	37	308994
49271T	Chryseobacterium formosense	30-37	236814
49250T	Paraeggerthella hongkongensis	37	230658
49060T	Burkholderia phytofirmans	30	398527
49050T	Helicobacter trogontum	37	50960
49018T	Pseudonocardia benzenivorans	30	228005
49021T	Acidovorax defluvii	30	86669
49022T	Shigella boydii	37	621
49024T	Staphylococcus equorum subsp. linens	30	201829
49009T	Undibacterium pigrum	22	401470
49012T	Undibacterium parvum	22	401471
48991T	Staphylococcus nepalensis	30	214473
48943T	Bacteroides nordii	37	291645
48944T	Parabacteroides goldsteinii	37	328812
48945T	Bacteroides salyersiae	37	291644
48946T	Alistipes onderdonkii	37	328813
48947T	Alistipes shahii	37	328814
48939T	Nesterenkonia aethiopica	30-37	269144
48923T	Enterococcus phoeniculicola	37	154621
48881T	Aquicella siphonis	37	254247
48898T	Mycobacterium abscessus subsp. massiliense	37	1001714
48901T	Phocaeicola massiliensis	37	204516
48877T	Brevundimonas bacteroides	30	74311
48879T	Brevundimonas subvibrioides	30	74313
48880T	Aquicella lusitana	37	254246
48882T	Brevundimonas variabilis	30	74312
48883T	Acidipropionibacterium jensenii	30	1749
48884T	Thauera mechernichensis	22-42	82788
48885T	Propionibacterium cyclohexanicum	37	64702
48887T	Brenneria alni	22-37	71656
48867T	Brenneria quercina	30	71657
48868T	Collimonas fungivorans	22-30	158899
48849T	Pasteurella stomatis	37	760
48851T	Burkholderia thailandensis	30-37	57975
48852T	Burkholderia ubonensis	30-37	101571
48854T	Brenneria rubrifaciens	26-37	55213
48855T	Brenneria salicis	30	55214
48837T	Dialister micraerophilus	37	309120
48820T	Aminobacter niigataensis	30	83265
48821 AT	Catenibacterium mitsuokai	37	100886
48821 BT	Catenibacterium mitsuokai	37	100886
48822T	Gordonia amicalis	37	89053
48825T	Sphingomonas aquatilis	24-30	93063
48826T	Nocardia asiatica	28	209252
48800T	Acinetobacter parvus	30	134533
48750T	Tepidimonas aquatica	42	247482
48751T	Tsukamurella spumae	30	44753
48752T	Nocardia puris	30-37	208602
48726T	Herpetosiphon aurantiacus	30	65
48727T	Herpetosiphon geysericola	30	70996
48729T	Robinsoniella peoriensis	37	180332
48703T	Haemophilus pittmaniae	37	249188
48664T	Vibrio albensis	30	1408477
48665T	Vibrio superstes	30	198815
48653T	Campylobacter insulaenigrae	37	260714
48654T	Roseomonas mucosa	37	207340
48655T	Roseomonas gilardii subsp. rosea	26-37	243956
48642T	Companilactobacillus mindensis	30	167481
48643T	Vibrio chagasii	30	170679
48644T	Vibrio brasiliensis	30	170652
48615T	Porphyromonas uenonis	37	281920
48567T	Allisonella histaminiformans	37	209880
48573T	Lampropedia hyalina	30	198706
48558T	Burkholderia phenoliruptrix	30	252970
48482T	Arcobacter cibarius	28-37	255507
48484T	Pauljensenia hongkongensis	37	178339
48488T	Streptococcus sinensis	37	176090
48471T	Enterocloster asparagiformis	37	333367
48454T	Limosilactobacillus gastricus	37	227942
48456T	Limosilactobacillus antri	37	227943
48459T	Lactobacillus kalixensis	37	227944
48460T	Lactobacillus ultunensis	37	227945
48462T	Ligilactobacillus saerimneri	37	228229
48464T	Streptococcus infantarius subsp. coli	37	150055
48435T	Sphingomonas aerolata	22	185951
48438T	Oxalicibacterium flavum	28-37	179467
48399T	Slackia faecicanis	37	255723
48363T	Streptococcus sinensis	37	176090
48335T	Helicobacter typhlonius	37	76936
48324T	Streptococcus halichoeri	37	254785
48315T	Clostridium tyrobutyricum	37	1519
48316T	Alcaligenes faecalis subsp. parafaecalis	30	171260
48317T	Aquabacterium parvum	30	70584
48318T	Aquabacterium commune	30	70586
48319 BT	Vibrio calviensis	30	1121867
48320T	Pluralibacter pyrinus	30-37	81476
48288T	Prevotella dentalis	37	52227
48291T	Ochrobactrum gallinifaecis	30	215590
48295T	Nocardia cyriacigeorgica	30-37	135487
48296T	Nocardia ignorata	30-37	145285
48298T	Corynebacterium appendicis	37	163202
48299T	Veillonella montpellierensis	37	187328
48253T	Atopococcus tabaci	30	269774
48245T	Cardiobacterium valvarum	37	194702
48214T	Paenibacillus sanguinis	30	225906
48215T	Paenibacillus massiliensis	30	225917
48216T	Paenibacillus timonensis	30	225915
48205T	Roseateles aquatilis	30	431061
48174T	Eggerthia catenaformis	37	31973
48175T	Curvibacter lanceolatus	26	86182
48177T	Nocardia carnea	30-37	37328
48178T	Knoellia subterranea	30-37	184882
48115T	Streptococcus castoreus	37	254786
48100T	Enterococcus hermanniensis	37	249189
48084T	Oribacterium sinus	37	237576
48064T	Actinomyces dentalis	37	272548
48037T	Corynebacterium efficiens	37	152794
48039T	Psychrobacter faecalis	30-37	180588
48040T	Luteimonas mephitis	30-42	83615
48005T	Polaribacter butkevichii	30	218490
48006T	Arenibacter certesii	30	228955
48008T	Maribacter orientalis	30	228957
48009T	Maribacter aquivivus	30	228958
48011T	Arenibacter palladensis	30	237373
47987T	Chromohalobacter sarecensis	30	245294
47953T	Mycobacterium canariasense	30-37	228230
47954T	Slackia heliotrinireducens	37	84110
48294T	Lentzea albidocapillata	30	40571
48297T	Corynebacterium glaucum	37	187491
47831T	Streptococcus infantarius subsp. coli	37	150055
47806T	Uruburuella suis	37	252130
48289T	Hungatella xylanolytica	30-37	384636
48292T	Ezakiella coagulans	37	46507
47790T	Filifactor alocis	37	143361
47791T	Helicobacter aurati	37	137778
47767T	Anaerofustis stercorihominis	37	214853
47727T	Burkholderia dolosa	37	152500
47711T	Fastidiosipila sanguinis	37	236753
47700T	Porphyromonas cangingivalis	37	36874
47701T	Porphyromonas gulae	37	111105
47702T	Porphyromonas cansulci	37	1305618
47703T	Porphyromonas macacae	37	28115
47753T	Actinobaculum massiliense	37	202789
47691T	Xanthomonas campestris	28	339
47674T	Staphylococcus casei	30-37	201828
47675T	Chryseobacterium defluvii	30-42	160396
47677T	Brevibacterium linens	30	1703
47620T	Sutterella stercoricanis	37	234908
47580T	Mycobacterium boenickei	37	146017
47581T	Mycobacterium houstonense	37-42	146021
47582T	Mycobacterium neworleansense	37	146018
47583T	Mycobacterium septicum	37	39693
47584T	Mycobacterium brisbanense	37-42	146020
47536T	Volucribacter psittacicida	37	203482
47537T	Volucribacter amazonae	37	256731
47525T	Corynebacterium ciconiae	37	227319
47520T	Streptococcus equi subsp. ruminatorum	37	254358
47503T	Leptotrichia shahii	37	157691
47504T	Leptotrichia hofstadii	37	157688
47505T	Leptotrichia wadei	37	157687
47497T	Bartonella chomelii	37	236402
47493T	Anaerostipes caccae	37	105841
47487T	Streptococcus minor	37	229549
47488T	Mycobacterium gastri	37	1777
47444T	Herbaspirillum frisingense	30-37	92645
47445T	Mycobacterium chelonae	30	1460372
47446T	Mycobacterium avium subsp. silvaticum	37	44282
47447T	Dermatophilus chelonae	30	1184607
47448T	Dermatophilus congolensis	30-42	1863
47449T	Corynebacterium aurimucosum	37	169292
47451T	Mycobacterium mucogenicum	30	56689
47417T	Enterovibrio norvegicus	22	188144
47178T	Burkholderia tuberum	30	157910
47334T	Helcococcus sueciensis	37	241555
47306T	Arsenicicoccus bolidensis	30-37	229480
47294T	Rothia amarae	30-37	169480
47286T	Mycobacterium immunogenum	30	83262
47262T	Shouchella clausii	30-37	79880
47265T	Listonella anguillarum	22-30	1223500
47268T	Xenophilus azovorans	37	151755
47242T	Cohnella thermotolerans	37	329858
47198T	Bacillus benzoevorans	30	1456
47199T	Macrococcus lamae	22-42	198484
47200T	Macrococcus brunensis	30-37	198483
47201T	Macrococcus hajekii	25-37	198482
47179T	Burkholderia phymatum	30	148447
47155T	Streptococcus devriesei	37	231233
47163T	Helicobacter canadensis	37-42	123841
47165T	Rhodococcus rhodochrous	22-37	1829
47166T	Conchiformibius kuhniae	37	211502
47136T	Exiguobacterium undae	22-40	169177
47137T	Exiguobacterium antarcticum	18	132920
47138T	Gordonia sputi	37	36823
47139T	Knoellia sinensis	30	136100
47140T	Leifsonia poae	30	110933
47141T	Nesterenkonia lacusekhoensis	30	150832
47142T	Oerskovia jenensis	26-37	162169
47127T	Oerskovia enterophila	30	43678
47128T	Dietzia psychralcaliphila	30	139021
47129T	Ligilactobacillus equi	37	137357
47130T	Corynebacterium efficiens	37	152794
47131T	Mogibacterium neglectum	37	114528
47132T	Mogibacterium diversum	37	114527
47133T	Latilactobacillus fuchuensis	30	164393
47134T	Weissella koreensis	30	165096
47103T	Brackiella oedipodis	30-42	124225
47104T	Ochrobactrum tritici	30	94626
47105T	Oerskovia paurometabola	20-37	162170
47106T	Subdoligranulum variabile	37	214851
47080T	Zobellia amurskyensis	22-25	248905
47083T	Zobellia laminariae	22-25	248906
47084T	Zobellia russellii	25-28	248907
47091T	Winogradskyella epiphytica	22-30	262005
47093T	Ulvibacter litoralis	25-28	227084
47094T	Algoriphagus winogradskyi	25-28	237017
47095T	Algoriphagus chordae	25-28	237019
47098T	Maribacter sedimenticola	30	228956
47099T	Zobellia galactanivorans	25-28	63186
47100T	Zobellia uliginosa	30	143224
47101T	Algoriphagus aquimarinus	30	237018
47057T	Achromobacter insolitus	30-37	217204
47062T	Achromobacter spanius	30-42	217203
47026T	Dialister invisus	37	218538
46999T	Kerstersia similis	30	206505
47000T	Kerstersia gyiorum	30-37	206506
46963T	Corynebacterium suicordis	37	203264
46959T	Paraburkholderia xenovorans	28	36873
46960T	Marvinbryantia formatexigens	37	168384
46953T	Enterocloster bolteae	37	208479
46924T	Gordonia westfalica	30-37	158898
46925T	Nocardia flavorosea	28-37	53429
46887T	Stenotrophomonas acidaminiphila	30-37	128780
46888T	Stenotrophomonas nitritireducens	30	83617
46890T	Pseudoxanthomonas broegbernensis	30-37	83619
46891T	Novosphingobium hassiacum	22-30	173676
46822T	Paracoccus yeei	30-37	147645
46823T	Vagococcus carniphilus	30-37	218144
46828T	Nocardia seriolae	30	37332
46789T	Ralstonia insidiosa	30-42	190721
46809T	Cupriavidus respiraculi	30-41	195930
46758T	Azonexus fungiphilus	30-37	146940
46668T	Brachyspira hyodysenteriae	37-41	159
45653T	Inquilinus limosus	37-42	171674
46665T	Chryseobacterium joostei	28	112234
46666T	Enterococcus canis	37	214095
46620T	Corynebacterium matruchotii	37	43768
46622T	Legionella longbeachae	37	450
46601T	Microbacterium paraoxydans	37	199592
46604T	Brevibacterium luteolum	37-42	199591
46608T	Weissella soli	37	155866
46590T	Anaerococcus tetradius	37	33036
46591T	Peptoniphilus indolicus	37	33030
46592T	Anaerococcus tetradius	37	33036
46556T	Ligilactobacillus acidipiscis	30	89059
46557T	Weissella thailandensis	30-37	89061
46560T	Tetrasphaera elongata	37	1193181
46540T	Halopseudomonas pachastrellae	30	254161
46543T	Pseudomonas xanthomarina	30	271420
46544T	Rheinheimera pacifica	30-37	173990
46511T	Corynebacterium aquilae	37	203263
46510T	Clostridium spiroforme	37	428126
46433T	Nocardia soli	30	1210097
46407T	Haematomicrobium sanguinis	37	479106
46377T	Streptococcus constellatus subsp. pharyngis	37	184250
46379T	Actinobacillus scotiae	37	182182
46380T	Anaerobiospirillum thomasii	37	179995
46381T	Eubacterium infirmum	37	56774
46382T	Eubacterium tardum	37	76124
46385T	Filifactor villosus	37	29374
46352T	Mycobacterium doricum	30-37	126673
46354T	Corynebacterium terpenotabidum	30	89154
46357T	Parvimonas micra	37	33033
46295T	Nocardia cummidelens	30	53431
46293T	Cloacibacterium normanense	37	237258
46279T	Hespellia stercorisuis	37	180311
46266T	Mycobacterium holsaticum	31	152142
46254T	Cetobacterium somerae	37	188913
46240T	Psychrobacter pulmonis	37	228654
46211T	Aeromonas hydrophila subsp. ranae	30-37	208958
46150T	Streptococcus gallolyticus subsp. pasteurianus	37	197614
46116T	Nocardia vaccinii	30	1822
46117T	Nocardia paucivorans	30-37	114259
46118T	Nocardia veterana	37-42	132249
46119T	Nocardia soli	30	1210097
46120T	Nocardia fluminea	30-37	134984
46121T	Nocardia cummidelens	30	53431
46122T	Nocardia africana	28-37	134964
46090T	Actinomyces oricola	37	206043
46091T	Schaalia vaccimaxillae	37	183916
46092T	Bowdeniella nasicola	37	208480
46093T	Actinotignum urinale	37	190146
46096T	Nocardia beijingensis	30	95162
46075T	Propionibacterium australiense	37	119981
46077T	Clostridium neonatale	37	137838
46042T	Leuconostoc gelidum subsp. gasicomitatum	20-30	115778
46043T	Burkholderia sacchari	30	159450
46044T	Burkholderia phenazinium	28	60549
46047T	Burkholderia anthina	30-37	179879
46016T	Pseudochrobactrum asaccharolyticum	30-37	354351
45998 AT	Kosakonia cowanii	30-37	1300165
45998 BT	Kosakonia cowanii	30-37	1300165
45952T	Megasphaera micronuciformis	37	187326
45938T	Nocardia abscessus	30	120957
45939T	Nocardia nova	37	37330
45913T	Enterococcus moraviensis	30-37	155617
45916T	Enterococcus haemoperoxidus	30-37	155618
45919T	Streptococcus australis	37	113107
45920T	Legionella gresilensis	37	91823
45921T	Legionella beliardensis	37	91822
45864T	Shuttleworthia satelles	35	177972
45847T	Novosphingobium lentum	20-26	145287
45804T	Corynebacterium atypicum	37	191610
45813T	Laribacter hongkongensis	37-42	168471
45778T	Bartonella tribocorum	37	85701
45779T	Bartonella vinsonii subsp. berkhoffii	37	40933
45780T	Alistipes putredinis	37	28117
45782T	Williamsia muralis	37	85044
45783T	Massilia timonae	30-37	47229
45722T	Limosilactobacillus ingluviei	37	148604
45704T	Corynebacterium freneyi	37	134034
45688T	Brevibacterium paucivorans	37	170994
45679T	Pandoraea capi	30	2508286
45680T	Pandoraea bronchicola	37	2508287
45566T	Paenibacillus stellifer	28-37	169760
45559T	Acinetobacter ursingii	30	108980
45560T	Acinetobacter schindleri	30-42	108981
45561T	Acinetobacter venetianus	30	52133
45553T	Enterococcus gilvus	37	160453
45554T	Enterococcus pallens	37	160454
45512T	Corynebacterium spheniscorum	37	185761
45454T	Arenibacter latericius	25-37	86104
45438T	Allofustis seminis	37	166939
45425T	Arcanobacterium bovis	37	2529275
45419T	Streptococcus didelphis	37	102886
45422T	Mannheimia granulomatis	37	85402
45377T	Aeromonas hydrophila subsp. dhakensis	28-42	196024
45363T	Clostridium scindens	37	411468
45365T	Brachymonas denitrificans	30	28220
45368T	Coprobacillus cateniformis	37	100884
45369T	Janibacter terrae	28-37	103817
45370T	Companilactobacillus kimchii	30-37	2801452
45246T	Corynebacterium variabile	30	1727
45295T	Collinsella stercoris	37	147206
45296T	Collinsella intestinalis	37	147207
45371T	Olsenella profusa	37	138595
45213T	Bifidobacterium adolescentis	37	1680
45217T	Bifidobacterium bifidum	37	1681
45225T	Advenella incenata	30-42	267800
45212T	Allobaculum stercoricanis	37	174709
45161T	Campylobacter hominis	37	76517
45153T	Afipia massiliensis	30	211460
45055T	Anaerotruncus colihominis	37	169435
45022T	Brevundimonas intermedia	20-37	74315
