ncbiTaxID	Source_ID	Name	Temp	Superkingdom	Phylum	Class	Order	Family	Genus
243956	48655T	Roseomonas gilardii subsp. rosea	26-37	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
167481	48642T	Companilactobacillus mindensis	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus
170679	48643T	Vibrio chagasii	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
170652	48644T	Vibrio brasiliensis	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
281920	48615T	Porphyromonas uenonis	37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
209880	48567T	Allisonella histaminiformans	37	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Allisonella
198706	48573T	Lampropedia hyalina	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia
252970	48558T	Burkholderia phenoliruptrix	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia
255507	48482T	Arcobacter cibarius	28-37	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter
178339	48484T	Pauljensenia hongkongensis	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Pauljensenia
176090	48488T	Streptococcus sinensis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
333367	48471T	Enterocloster asparagiformis	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Enterocloster
227942	48454T	Limosilactobacillus gastricus	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus
227943	48456T	Limosilactobacillus antri	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus
227944	48459T	Lactobacillus kalixensis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
227945	48460T	Lactobacillus ultunensis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
228229	48462T	Ligilactobacillus saerimneri	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
150055	48464T	Streptococcus infantarius subsp. coli	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
185951	48435T	Sphingomonas aerolata	22	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
179467	48438T	Oxalicibacterium flavum	28-37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalicibacterium
255723	48399T	Slackia faecicanis	37	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia
176090	48363T	Streptococcus sinensis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
76936	48335T	Helicobacter typhlonius	37	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
254785	48324T	Streptococcus halichoeri	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
1519	48315T	Clostridium tyrobutyricum	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
171260	48316T	Alcaligenes faecalis subsp. parafaecalis	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
70584	48317T	Aquabacterium parvum	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Aquabacterium
70586	48318T	Aquabacterium commune	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Aquabacterium
1121867	48319 BT	Vibrio calviensis	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio
81476	48320T	Pluralibacter pyrinus	30-37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pluralibacter
52227	48288T	Prevotella dentalis	37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
215590	48291T	Ochrobactrum gallinifaecis	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella
135487	48295T	Nocardia cyriacigeorgica	30-37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia
145285	48296T	Nocardia ignorata	30-37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia
163202	48298T	Corynebacterium appendicis	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
187328	48299T	Veillonella montpellierensis	37	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
269774	48253T	Atopococcus tabaci	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
194702	48245T	Cardiobacterium valvarum	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium
225906	48214T	Paenibacillus sanguinis	30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
225917	48215T	Paenibacillus massiliensis	30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
225915	48216T	Paenibacillus timonensis	30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
431061	48205T	Roseateles aquatilis	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Roseateles
31973	48174T	Eggerthia catenaformis	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Eggerthia
86182	48175T	Curvibacter lanceolatus	26	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter
37328	48177T	Nocardia carnea	30-37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia
184882	48178T	Knoellia subterranea	30-37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Knoellia
254786	48115T	Streptococcus castoreus	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
249189	48100T	Enterococcus hermanniensis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
237576	48084T	Oribacterium sinus	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium
272548	48064T	Actinomyces dentalis	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces
152794	48037T	Corynebacterium efficiens	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
180588	48039T	Psychrobacter faecalis	30-37	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter
83615	48040T	Luteimonas mephitis	30-42	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas
218490	48005T	Polaribacter butkevichii	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter
228955	48006T	Arenibacter certesii	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter
228957	48008T	Maribacter orientalis	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter
228958	48009T	Maribacter aquivivus	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter
237373	48011T	Arenibacter palladensis	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter
245294	47987T	Chromohalobacter sarecensis	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter
228230	47953T	Mycobacterium canariasense	30-37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium
84110	47954T	Slackia heliotrinireducens	37	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia
40571	48294T	Lentzea albidocapillata	30	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Lentzea
187491	48297T	Corynebacterium glaucum	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
150055	47831T	Streptococcus infantarius subsp. coli	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
252130	47806T	Uruburuella suis	37	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Uruburuella
384636	48289T	Hungatella xylanolytica	30-37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hungatella
46507	48292T	Ezakiella coagulans	37	Bacteria	Bacillota	Tissierellia			Ezakiella
143361	47790T	Filifactor alocis	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Filifactor
137778	47791T	Helicobacter aurati	37	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
214853	47767T	Anaerofustis stercorihominis	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Anaerofustis
152500	47727T	Burkholderia dolosa	37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
236753	47711T	Fastidiosipila sanguinis	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Fastidiosipila
36874	47700T	Porphyromonas cangingivalis	37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
111105	47701T	Porphyromonas gulae	37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
1305618	47702T	Porphyromonas cansulci	37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
28115	47703T	Porphyromonas macacae	37	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
202789	47753T	Actinobaculum massiliense	37	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinobaculum
339	47691T	Xanthomonas campestris	28	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
201828	47674T	Staphylococcus casei	30-37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
160396	47675T	Chryseobacterium defluvii	30-42	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
1703	47677T	Brevibacterium linens	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium
234908	47620T	Sutterella stercoricanis	37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
146017	47580T	Mycobacterium boenickei	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium
146021	47581T	Mycobacterium houstonense	37-42	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium
146018	47582T	Mycobacterium neworleansense	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium
39693	47583T	Mycobacterium septicum	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium
146020	47584T	Mycobacterium brisbanense	37-42	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium
203482	47536T	Volucribacter psittacicida	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Volucribacter
256731	47537T	Volucribacter amazonae	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Volucribacter
227319	47525T	Corynebacterium ciconiae	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
254358	47520T	Streptococcus equi subsp. ruminatorum	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
157691	47503T	Leptotrichia shahii	37	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
157688	47504T	Leptotrichia hofstadii	37	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
157687	47505T	Leptotrichia wadei	37	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
236402	47497T	Bartonella chomelii	37	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella
105841	47493T	Anaerostipes caccae	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes
229549	47487T	Streptococcus minor	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
1777	47488T	Mycobacterium gastri	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium
92645	47444T	Herbaspirillum frisingense	30-37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum
1460372	47445T	Mycobacterium chelonae	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacteroides
44282	47446T	Mycobacterium avium subsp. silvaticum	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium
1184607	47447T	Dermatophilus chelonae	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermatophilaceae	Austwickia
1863	47448T	Dermatophilus congolensis	30-42	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermatophilaceae	Dermatophilus
169292	47449T	Corynebacterium aurimucosum	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
56689	47451T	Mycobacterium mucogenicum	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium
188144	47417T	Enterovibrio norvegicus	22	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio
157910	47178T	Burkholderia tuberum	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia
241555	47334T	Helcococcus sueciensis	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Helcococcus
229480	47306T	Arsenicicoccus bolidensis	30-37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Arsenicicoccus
169480	47294T	Rothia amarae	30-37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia
83262	47286T	Mycobacterium immunogenum	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacteroides
79880	47262T	Shouchella clausii	30-37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus
1223500	47265T	Listonella anguillarum	22-30	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
151755	47268T	Xenophilus azovorans	37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus
329858	47242T	Cohnella thermotolerans	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella
1456	47198T	Bacillus benzoevorans	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
198484	47199T	Macrococcus lamae	22-42	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus
198483	47200T	Macrococcus brunensis	30-37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus
198482	47201T	Macrococcus hajekii	25-37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus
148447	47179T	Burkholderia phymatum	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia
231233	47155T	Streptococcus devriesei	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
123841	47163T	Helicobacter canadensis	37-42	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
1829	47165T	Rhodococcus rhodochrous	22-37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus
211502	47166T	Conchiformibius kuhniae	37	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Conchiformibius
169177	47136T	Exiguobacterium undae	22-40	Bacteria	Bacillota	Bacilli	Bacillales		Exiguobacterium
132920	47137T	Exiguobacterium antarcticum	18	Bacteria	Bacillota	Bacilli	Bacillales		Exiguobacterium
36823	47138T	Gordonia sputi	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia
136100	47139T	Knoellia sinensis	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Knoellia
110933	47140T	Leifsonia poae	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leifsonia
150832	47141T	Nesterenkonia lacusekhoensis	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Nesterenkonia
162169	47142T	Oerskovia jenensis	26-37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Oerskovia
43678	47127T	Oerskovia enterophila	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Oerskovia
139021	47128T	Dietzia psychralcaliphila	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia
137357	47129T	Ligilactobacillus equi	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
152794	47130T	Corynebacterium efficiens	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
114528	47131T	Mogibacterium neglectum	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Mogibacterium
114527	47132T	Mogibacterium diversum	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Mogibacterium
164393	47133T	Latilactobacillus fuchuensis	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus
165096	47134T	Weissella koreensis	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
124225	47103T	Brackiella oedipodis	30-42	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Brackiella
94626	47104T	Ochrobactrum tritici	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella
162170	47105T	Oerskovia paurometabola	20-37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Oerskovia
214851	47106T	Subdoligranulum variabile	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum
248905	47080T	Zobellia amurskyensis	22-25	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia
248906	47083T	Zobellia laminariae	22-25	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia
248907	47084T	Zobellia russellii	25-28	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia
262005	47091T	Winogradskyella epiphytica	22-30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
227084	47093T	Ulvibacter litoralis	25-28	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
237017	47094T	Algoriphagus winogradskyi	25-28	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus
237019	47095T	Algoriphagus chordae	25-28	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus
228956	47098T	Maribacter sedimenticola	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter
63186	47099T	Zobellia galactanivorans	25-28	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia
143224	47100T	Zobellia uliginosa	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia
237018	47101T	Algoriphagus aquimarinus	30	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus
217204	47057T	Achromobacter insolitus	30-37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter
217203	47062T	Achromobacter spanius	30-42	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter
218538	47026T	Dialister invisus	37	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Dialister
206505	46999T	Kerstersia similis	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Kerstersia
206506	47000T	Kerstersia gyiorum	30-37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Kerstersia
203264	46963T	Corynebacterium suicordis	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
36873	46959T	Paraburkholderia xenovorans	28	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia
168384	46960T	Marvinbryantia formatexigens	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Marvinbryantia
208479	46953T	Enterocloster bolteae	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Enterocloster
158898	46924T	Gordonia westfalica	30-37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia
53429	46925T	Nocardia flavorosea	28-37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia
128780	46887T	Stenotrophomonas acidaminiphila	30-37	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
83617	46888T	Stenotrophomonas nitritireducens	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
83619	46890T	Pseudoxanthomonas broegbernensis	30-37	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas
173676	46891T	Novosphingobium hassiacum	22-30	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
147645	46822T	Paracoccus yeei	30-37	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus
218144	46823T	Vagococcus carniphilus	30-37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus
37332	46828T	Nocardia seriolae	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia
190721	46789T	Ralstonia insidiosa	30-42	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
195930	46809T	Cupriavidus respiraculi	30-41	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
146940	46758T	Azonexus fungiphilus	30-37	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Azonexaceae	Azonexus
159	46668T	Brachyspira hyodysenteriae	37-41	Bacteria	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira
171674	45653T	Inquilinus limosus	37-42	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Inquilinus
112234	46665T	Chryseobacterium joostei	28	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
214095	46666T	Enterococcus canis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
43768	46620T	Corynebacterium matruchotii	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
450	46622T	Legionella longbeachae	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
199592	46601T	Microbacterium paraoxydans	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
199591	46604T	Brevibacterium luteolum	37-42	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium
155866	46608T	Weissella soli	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
33036	46590T	Anaerococcus tetradius	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus
33030	46591T	Peptoniphilus indolicus	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus
33036	46592T	Anaerococcus tetradius	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus
89059	46556T	Ligilactobacillus acidipiscis	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
89061	46557T	Weissella thailandensis	30-37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
1193181	46560T	Tetrasphaera elongata	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Phycicoccus
254161	46540T	Halopseudomonas pachastrellae	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas
271420	46543T	Pseudomonas xanthomarina	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas
173990	46544T	Rheinheimera pacifica	30-37	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera
203263	46511T	Corynebacterium aquilae	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
428126	46510T	Clostridium spiroforme	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Thomasclavelia
1210097	46433T	Nocardia soli	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia
479106	46407T	Haematomicrobium sanguinis	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Haematomicrobium
184250	46377T	Streptococcus constellatus subsp. pharyngis	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
182182	46379T	Actinobacillus scotiae	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus
179995	46380T	Anaerobiospirillum thomasii	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Anaerobiospirillum
56774	46381T	Eubacterium infirmum	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	
