BacDiveID,id,level,name,reference,growth,type,temperature,range
4506,562,species,Escherichia coli,1767,positive,growth,37,mesophilic
4507,562,species,Escherichia coli,1768,positive,growth,37,mesophilic
4507,562,species,Escherichia coli,41572,positive,growth,30,mesophilic
4507,562,species,Escherichia coli,58384,positive,growth,37,mesophilic
4515,562,species,Escherichia coli,1819,positive,growth,37,mesophilic
4516,562,species,Escherichia coli,1820,positive,growth,37,mesophilic
4516,562,species,Escherichia coli,51302,positive,growth,37,mesophilic
4544,562,species,Escherichia coli,1958,positive,growth,37,mesophilic
4545,562,species,Escherichia coli,1959,positive,growth,37,mesophilic
4546,562,species,Escherichia coli,1960,positive,growth,37,mesophilic
4546,562,species,Escherichia coli,35160,positive,growth,30,mesophilic
4547,562,species,Escherichia coli,1961,positive,growth,37,mesophilic
4549,562,species,Escherichia coli,1990,positive,growth,30,mesophilic
4550,562,species,Escherichia coli,1991,positive,growth,30,mesophilic
4551,562,species,Escherichia coli,1992,positive,growth,30,mesophilic
4552,562,species,Escherichia coli,1993,positive,growth,30,mesophilic
4553,562,species,Escherichia coli,1994,positive,growth,30,mesophilic
4554,562,species,Escherichia coli,2094,positive,growth,37,mesophilic
4556,562,species,Escherichia coli,2169,positive,growth,30,mesophilic
4557,562,species,Escherichia coli,2170,positive,growth,30,mesophilic
4559,562,species,Escherichia coli,2234,positive,growth,37,mesophilic
4573,562,species,Escherichia coli,2290,positive,growth,37,mesophilic
4574,562,species,Escherichia coli,2291,positive,growth,37,mesophilic
4576,562,species,Escherichia coli,2320,positive,growth,30,mesophilic
4577,562,species,Escherichia coli,2330,positive,growth,37,mesophilic
4578,562,species,Escherichia coli,2358,positive,growth,37,mesophilic
4579,562,species,Escherichia coli,2359,positive,growth,37,mesophilic
4579,562,species,Escherichia coli,54514,positive,growth,37,mesophilic
4580,562,species,Escherichia coli,2360,positive,growth,37,mesophilic
4585,562,species,Escherichia coli,2366,positive,growth,37,mesophilic
4586,562,species,Escherichia coli,2367,positive,growth,37,mesophilic
4586,562,species,Escherichia coli,42092,positive,growth,30,mesophilic
4586,562,species,Escherichia coli,50172,positive,growth,30,mesophilic
4590,562,species,Escherichia coli,2388,positive,growth,37,mesophilic
4591,562,species,Escherichia coli,2389,positive,growth,37,mesophilic
4598,562,species,Escherichia coli,2453,positive,growth,37,mesophilic
4603,562,species,Escherichia coli,2517,positive,growth,37,mesophilic
4605,562,species,Escherichia coli,2524,positive,growth,37,mesophilic
4606,562,species,Escherichia coli,2525,positive,growth,37,mesophilic
4607,562,species,Escherichia coli,2528,positive,growth,37,mesophilic
4611,562,species,Escherichia coli,2539,positive,growth,37,mesophilic
4614,562,species,Escherichia coli,2559,positive,growth,37,mesophilic
4615,562,species,Escherichia coli,2560,positive,growth,37,mesophilic
4616,562,species,Escherichia coli,2561,positive,growth,37,mesophilic
4617,562,species,Escherichia coli,2562,positive,growth,30,mesophilic
4618,562,species,Escherichia coli,2563,positive,growth,30,mesophilic
4619,562,species,Escherichia coli,2567,positive,growth,37,mesophilic
4620,562,species,Escherichia coli,2585,positive,growth,37,mesophilic
4621,562,species,Escherichia coli,2586,positive,growth,37,mesophilic
4623,562,species,Escherichia coli,2623,positive,growth,30,mesophilic
4624,562,species,Escherichia coli,2735,positive,growth,37,mesophilic
4625,562,species,Escherichia coli,2787,positive,growth,30,mesophilic
4626,562,species,Escherichia coli,2788,positive,growth,30,mesophilic
4639,562,species,Escherichia coli,2879,positive,growth,37,mesophilic
4640,562,species,Escherichia coli,2894,positive,growth,37,mesophilic
4641,562,species,Escherichia coli,2926,positive,growth,30,mesophilic
4641,562,species,Escherichia coli,41490,positive,growth,30,mesophilic
4642,562,species,Escherichia coli,2927,positive,growth,30,mesophilic
4642,562,species,Escherichia coli,41534,positive,growth,30,mesophilic
4643,562,species,Escherichia coli,2928,positive,growth,30,mesophilic
4644,562,species,Escherichia coli,2929,positive,growth,30,mesophilic
4644,562,species,Escherichia coli,38545,positive,growth,30,mesophilic
4649,562,species,Escherichia coli,2992,positive,growth,30,mesophilic
4650,562,species,Escherichia coli,3009,positive,growth,30,mesophilic
4651,562,species,Escherichia coli,3014,positive,growth,37,mesophilic
4655,562,species,Escherichia coli,3018,positive,growth,30,mesophilic
4656,562,species,Escherichia coli,3123,positive,growth,30,mesophilic
4657,562,species,Escherichia coli,3124,positive,growth,37,mesophilic
4658,562,species,Escherichia coli,3125,positive,growth,37,mesophilic
4659,562,species,Escherichia coli,3213,positive,growth,37,mesophilic
4660,562,species,Escherichia coli,3240,positive,growth,30,mesophilic
4661,562,species,Escherichia coli,3260,positive,growth,30,mesophilic
4662,562,species,Escherichia coli,3261,positive,growth,30,mesophilic
4663,562,species,Escherichia coli,3262,positive,growth,30,mesophilic
4664,562,species,Escherichia coli,3263,positive,growth,30,mesophilic
4665,562,species,Escherichia coli,3264,positive,growth,30,mesophilic
4666,562,species,Escherichia coli,3309,positive,growth,37,mesophilic
4667,562,species,Escherichia coli,3314,positive,growth,30,mesophilic
4668,562,species,Escherichia coli,3315,positive,growth,30,mesophilic
4669,562,species,Escherichia coli,3316,positive,growth,30,mesophilic
4670,562,species,Escherichia coli,3317,positive,growth,30,mesophilic
4671,562,species,Escherichia coli,3318,positive,growth,37,mesophilic
4672,562,species,Escherichia coli,3319,positive,growth,37,mesophilic
4673,562,species,Escherichia coli,3320,positive,growth,37,mesophilic
4674,562,species,Escherichia coli,3338,positive,growth,37,mesophilic
4678,562,species,Escherichia coli,3355,positive,growth,37,mesophilic
4679,562,species,Escherichia coli,3356,positive,growth,37,mesophilic
4680,562,species,Escherichia coli,3357,positive,growth,37,mesophilic
4681,562,species,Escherichia coli,3358,positive,growth,37,mesophilic
4682,562,species,Escherichia coli,3359,positive,growth,37,mesophilic
4683,562,species,Escherichia coli,3360,positive,growth,37,mesophilic
4684,562,species,Escherichia coli,3361,positive,growth,37,mesophilic
4685,562,species,Escherichia coli,3362,positive,growth,37,mesophilic
4686,562,species,Escherichia coli,3363,positive,growth,37,mesophilic
4687,562,species,Escherichia coli,3364,positive,growth,37,mesophilic
4691,562,species,Escherichia coli,3382,positive,growth,37,mesophilic
4692,562,species,Escherichia coli,3383,positive,growth,37,mesophilic
4693,562,species,Escherichia coli,3384,positive,growth,37,mesophilic
4694,562,species,Escherichia coli,3385,positive,growth,37,mesophilic
4695,562,species,Escherichia coli,3386,positive,growth,37,mesophilic
4696,562,species,Escherichia coli,3387,positive,growth,37,mesophilic
4697,562,species,Escherichia coli,3388,positive,growth,37,mesophilic
4698,562,species,Escherichia coli,3389,positive,growth,37,mesophilic
4699,562,species,Escherichia coli,3390,positive,growth,37,mesophilic
4700,562,species,Escherichia coli,3391,positive,growth,37,mesophilic
4701,562,species,Escherichia coli,3392,positive,growth,37,mesophilic
4702,562,species,Escherichia coli,3394,positive,growth,30,mesophilic
4703,562,species,Escherichia coli,3395,positive,growth,37,mesophilic
4703,562,species,Escherichia coli,33325,positive,growth,30,mesophilic
4704,562,species,Escherichia coli,3396,positive,growth,30,mesophilic
4707,562,species,Escherichia coli,3419,positive,growth,28,mesophilic
4708,562,species,Escherichia coli,3420,positive,growth,28,mesophilic
4711,562,species,Escherichia coli,47446,positive,growth,37,mesophilic
4712,562,species,Escherichia coli,3426,positive,growth,37,mesophilic
4713,562,species,Escherichia coli,3427,positive,growth,37,mesophilic
4714,562,species,Escherichia coli,3428,positive,growth,37,mesophilic
4716,562,species,Escherichia coli,3430,positive,growth,37,mesophilic
4718,562,species,Escherichia coli,3463,positive,growth,37,mesophilic
4719,562,species,Escherichia coli,3485,positive,growth,30,mesophilic
4720,562,species,Escherichia coli,3610,positive,growth,37,mesophilic
4721,562,species,Escherichia coli,3611,positive,growth,37,mesophilic
4721,562,species,Escherichia coli,57716,positive,growth,37,mesophilic
4724,562,species,Escherichia coli,3626,positive,growth,37,mesophilic
4726,562,species,Escherichia coli,3745,positive,growth,37,mesophilic
4732,562,species,Escherichia coli,3845,positive,growth,30,mesophilic
4733,562,species,Escherichia coli,3846,positive,growth,30,mesophilic
4734,562,species,Escherichia coli,3847,positive,growth,30,mesophilic
4735,562,species,Escherichia coli,3855,positive,growth,37,mesophilic
4736,562,species,Escherichia coli,3856,positive,growth,37,mesophilic
4737,562,species,Escherichia coli,3857,positive,growth,37,mesophilic
4737,562,species,Escherichia coli,33547,positive,growth,30,mesophilic
4738,562,species,Escherichia coli,3858,positive,growth,37,mesophilic
4739,562,species,Escherichia coli,3881,positive,growth,37,mesophilic
4740,562,species,Escherichia coli,3943,positive,growth,37,mesophilic
4741,562,species,Escherichia coli,3944,positive,growth,37,mesophilic
4742,562,species,Escherichia coli,3945,positive,growth,37,mesophilic
4743,562,species,Escherichia coli,3955,positive,growth,37,mesophilic
4744,562,species,Escherichia coli,3956,positive,growth,37,mesophilic
4745,562,species,Escherichia coli,3957,positive,growth,37,mesophilic
4746,562,species,Escherichia coli,3958,positive,growth,37,mesophilic
4747,562,species,Escherichia coli,3959,positive,growth,37,mesophilic
4748,562,species,Escherichia coli,3988,positive,growth,37,mesophilic
4749,562,species,Escherichia coli,3995,positive,growth,37,mesophilic
4750,562,species,Escherichia coli,3999,positive,growth,37,mesophilic
4751,562,species,Escherichia coli,4000,positive,growth,37,mesophilic
4752,562,species,Escherichia coli,4001,positive,growth,37,mesophilic
4753,562,species,Escherichia coli,4002,positive,growth,37,mesophilic
4754,562,species,Escherichia coli,4003,positive,growth,37,mesophilic
4755,562,species,Escherichia coli,4004,positive,growth,37,mesophilic
4756,562,species,Escherichia coli,4005,positive,growth,37,mesophilic
4757,562,species,Escherichia coli,4006,positive,growth,37,mesophilic
4758,562,species,Escherichia coli,4007,positive,growth,37,mesophilic
4759,562,species,Escherichia coli,4008,positive,growth,37,mesophilic
4760,562,species,Escherichia coli,4009,positive,growth,37,mesophilic
4761,562,species,Escherichia coli,4010,positive,growth,37,mesophilic
4762,562,species,Escherichia coli,4011,positive,growth,37,mesophilic
4763,562,species,Escherichia coli,4012,positive,growth,37,mesophilic
4764,562,species,Escherichia coli,4013,positive,growth,37,mesophilic
4765,562,species,Escherichia coli,4014,positive,growth,37,mesophilic
4766,562,species,Escherichia coli,4015,positive,growth,37,mesophilic
4767,562,species,Escherichia coli,4016,positive,growth,37,mesophilic
4768,562,species,Escherichia coli,4017,positive,growth,37,mesophilic
4769,562,species,Escherichia coli,4018,positive,growth,37,mesophilic
4770,562,species,Escherichia coli,4019,positive,growth,37,mesophilic
4771,562,species,Escherichia coli,4020,positive,growth,37,mesophilic
4772,562,species,Escherichia coli,4021,positive,growth,37,mesophilic
4773,562,species,Escherichia coli,4022,positive,growth,37,mesophilic
4774,562,species,Escherichia coli,4023,positive,growth,37,mesophilic
4775,562,species,Escherichia coli,4024,positive,growth,37,mesophilic
4776,562,species,Escherichia coli,4025,positive,growth,37,mesophilic
4777,562,species,Escherichia coli,4026,positive,growth,37,mesophilic
4778,562,species,Escherichia coli,4052,positive,growth,37,mesophilic
4779,562,species,Escherichia coli,4053,positive,growth,37,mesophilic
4780,562,species,Escherichia coli,4054,positive,growth,37,mesophilic
4781,562,species,Escherichia coli,4055,positive,growth,37,mesophilic
4782,562,species,Escherichia coli,4056,positive,growth,37,mesophilic
4783,562,species,Escherichia coli,4057,positive,growth,37,mesophilic
4784,562,species,Escherichia coli,4058,positive,growth,37,mesophilic
4785,562,species,Escherichia coli,4059,positive,growth,37,mesophilic
4786,562,species,Escherichia coli,4060,positive,growth,37,mesophilic
4787,562,species,Escherichia coli,4061,positive,growth,37,mesophilic
4788,562,species,Escherichia coli,4062,positive,growth,37,mesophilic
4789,562,species,Escherichia coli,4063,positive,growth,37,mesophilic
4790,562,species,Escherichia coli,4064,positive,growth,37,mesophilic
4791,562,species,Escherichia coli,4065,positive,growth,37,mesophilic
4792,562,species,Escherichia coli,4066,positive,growth,37,mesophilic
4793,562,species,Escherichia coli,4067,positive,growth,37,mesophilic
4794,562,species,Escherichia coli,4068,positive,growth,37,mesophilic
4795,562,species,Escherichia coli,4069,positive,growth,37,mesophilic
4796,562,species,Escherichia coli,4070,positive,growth,37,mesophilic
4797,562,species,Escherichia coli,4071,positive,growth,37,mesophilic
4798,562,species,Escherichia coli,4072,positive,growth,37,mesophilic
4799,562,species,Escherichia coli,4073,positive,growth,37,mesophilic
4800,562,species,Escherichia coli,4074,positive,growth,37,mesophilic
4801,562,species,Escherichia coli,4075,positive,growth,37,mesophilic
4802,562,species,Escherichia coli,4076,positive,growth,37,mesophilic
4803,562,species,Escherichia coli,4077,positive,growth,37,mesophilic
4804,562,species,Escherichia coli,4078,positive,growth,37,mesophilic
4805,562,species,Escherichia coli,4079,positive,growth,37,mesophilic
4806,562,species,Escherichia coli,4080,positive,growth,37,mesophilic
4807,562,species,Escherichia coli,4081,positive,growth,37,mesophilic
4808,562,species,Escherichia coli,4082,positive,growth,37,mesophilic
4809,562,species,Escherichia coli,4083,positive,growth,37,mesophilic
4810,562,species,Escherichia coli,4084,positive,growth,37,mesophilic
4811,562,species,Escherichia coli,4085,positive,growth,37,mesophilic
4812,562,species,Escherichia coli,4086,positive,growth,37,mesophilic
4813,562,species,Escherichia coli,4087,positive,growth,37,mesophilic
4814,562,species,Escherichia coli,4088,positive,growth,37,mesophilic
4815,562,species,Escherichia coli,4089,positive,growth,37,mesophilic
4816,562,species,Escherichia coli,4090,positive,growth,37,mesophilic
4817,562,species,Escherichia coli,4091,positive,growth,37,mesophilic
4818,562,species,Escherichia coli,4092,positive,growth,37,mesophilic
4819,562,species,Escherichia coli,4093,positive,growth,37,mesophilic
4820,562,species,Escherichia coli,4094,positive,growth,37,mesophilic
4821,562,species,Escherichia coli,4095,positive,growth,37,mesophilic
4822,562,species,Escherichia coli,4096,positive,growth,37,mesophilic
4823,562,species,Escherichia coli,4097,positive,growth,37,mesophilic
4824,562,species,Escherichia coli,4098,positive,growth,37,mesophilic
4825,562,species,Escherichia coli,4099,positive,growth,37,mesophilic
4826,562,species,Escherichia coli,4100,positive,growth,37,mesophilic
4827,562,species,Escherichia coli,4101,positive,growth,37,mesophilic
4828,562,species,Escherichia coli,4102,positive,growth,37,mesophilic
4829,562,species,Escherichia coli,4103,positive,growth,37,mesophilic
4830,562,species,Escherichia coli,4104,positive,growth,37,mesophilic
4831,562,species,Escherichia coli,4105,positive,growth,37,mesophilic
4832,562,species,Escherichia coli,4106,positive,growth,37,mesophilic
4833,562,species,Escherichia coli,4107,positive,growth,37,mesophilic
4834,562,species,Escherichia coli,4108,positive,growth,37,mesophilic
4835,562,species,Escherichia coli,4109,positive,growth,37,mesophilic
4836,562,species,Escherichia coli,4110,positive,growth,37,mesophilic
4837,562,species,Escherichia coli,4111,positive,growth,37,mesophilic
4838,562,species,Escherichia coli,4112,positive,growth,37,mesophilic
4839,562,species,Escherichia coli,4113,positive,growth,37,mesophilic
4840,562,species,Escherichia coli,4114,positive,growth,37,mesophilic
4841,562,species,Escherichia coli,4115,positive,growth,37,mesophilic
4842,562,species,Escherichia coli,4116,positive,growth,37,mesophilic
4843,562,species,Escherichia coli,4117,positive,growth,37,mesophilic
4844,562,species,Escherichia coli,4118,positive,growth,37,mesophilic
4845,562,species,Escherichia coli,4119,positive,growth,37,mesophilic
4846,562,species,Escherichia coli,4120,positive,growth,37,mesophilic
4847,562,species,Escherichia coli,4121,positive,growth,37,mesophilic
4848,562,species,Escherichia coli,4122,positive,growth,37,mesophilic
4849,562,species,Escherichia coli,4123,positive,growth,37,mesophilic
4850,562,species,Escherichia coli,4124,positive,growth,37,mesophilic
4851,562,species,Escherichia coli,4125,positive,growth,37,mesophilic
4852,562,species,Escherichia coli,4126,positive,growth,37,mesophilic
4853,562,species,Escherichia coli,4127,positive,growth,37,mesophilic
4854,562,species,Escherichia coli,4128,positive,growth,37,mesophilic
4855,562,species,Escherichia coli,4129,positive,growth,37,mesophilic
4856,562,species,Escherichia coli,4130,positive,growth,37,mesophilic
4857,562,species,Escherichia coli,4131,positive,growth,37,mesophilic
4858,562,species,Escherichia coli,4132,positive,growth,37,mesophilic
4859,562,species,Escherichia coli,4133,positive,growth,37,mesophilic
4860,562,species,Escherichia coli,4134,positive,growth,37,mesophilic
4861,562,species,Escherichia coli,4135,positive,growth,37,mesophilic
4862,562,species,Escherichia coli,4136,positive,growth,37,mesophilic
4863,562,species,Escherichia coli,4137,positive,growth,37,mesophilic
4864,562,species,Escherichia coli,4138,positive,growth,37,mesophilic
4865,562,species,Escherichia coli,4139,positive,growth,37,mesophilic
4866,562,species,Escherichia coli,4140,positive,growth,37,mesophilic
4867,562,species,Escherichia coli,4141,positive,growth,37,mesophilic
4868,562,species,Escherichia coli,4142,positive,growth,37,mesophilic
4869,562,species,Escherichia coli,4143,positive,growth,37,mesophilic
4870,562,species,Escherichia coli,4144,positive,growth,37,mesophilic
4871,562,species,Escherichia coli,4145,positive,growth,37,mesophilic
4872,562,species,Escherichia coli,4146,positive,growth,37,mesophilic
4873,562,species,Escherichia coli,4147,positive,growth,37,mesophilic
4874,562,species,Escherichia coli,4148,positive,growth,37,mesophilic
4875,562,species,Escherichia coli,4149,positive,growth,37,mesophilic
4876,562,species,Escherichia coli,4150,positive,growth,37,mesophilic
4877,562,species,Escherichia coli,4151,positive,growth,37,mesophilic
4878,562,species,Escherichia coli,4152,positive,growth,37,mesophilic
4879,562,species,Escherichia coli,4153,positive,growth,37,mesophilic
4880,562,species,Escherichia coli,4154,positive,growth,37,mesophilic
4881,562,species,Escherichia coli,4259,positive,growth,37,mesophilic
4881,562,species,Escherichia coli,41793,positive,growth,30,mesophilic
4882,562,species,Escherichia coli,4305,positive,growth,37,mesophilic
4883,562,species,Escherichia coli,4406,positive,growth,37,mesophilic
4884,562,species,Escherichia coli,4458,positive,growth,37,mesophilic
4885,562,species,Escherichia coli,4473,positive,growth,37,mesophilic
4886,562,species,Escherichia coli,4474,positive,growth,37,mesophilic
4887,562,species,Escherichia coli,4475,positive,growth,37,mesophilic
4888,562,species,Escherichia coli,4649,positive,growth,37,mesophilic
4889,562,species,Escherichia coli,4650,positive,growth,35,mesophilic
4890,562,species,Escherichia coli,4742,positive,growth,37,mesophilic
4891,562,species,Escherichia coli,4814,positive,growth,37,mesophilic
4892,562,species,Escherichia coli,4815,positive,growth,37,mesophilic
4893,562,species,Escherichia coli,4913,positive,growth,37,mesophilic
4894,562,species,Escherichia coli,5023,positive,growth,30,mesophilic
4895,562,species,Escherichia coli,5075,positive,growth,37,mesophilic
4896,562,species,Escherichia coli,5240,positive,growth,37,mesophilic
4897,562,species,Escherichia coli,5740,positive,growth,37,mesophilic
4899,562,species,Escherichia coli,6126,positive,growth,37,mesophilic
4900,562,species,Escherichia coli,6743,positive,growth,37,mesophilic
4900,562,species,Escherichia coli,36445,positive,growth,30,mesophilic
4900,562,species,Escherichia coli,67770,positive,growth,28,mesophilic
4901,562,species,Escherichia coli,7217,positive,growth,37,mesophilic
4902,562,species,Escherichia coli,7260,positive,growth,37,mesophilic
4903,562,species,Escherichia coli,7261,positive,growth,37,mesophilic
4904,562,species,Escherichia coli,7545,positive,growth,37,mesophilic
4905,562,species,Escherichia coli,7968,positive,growth,37,mesophilic
4906,562,species,Escherichia coli,9114,positive,growth,37,mesophilic
4907,562,species,Escherichia coli,9115,positive,growth,37,mesophilic
4907,562,species,Escherichia coli,38566,positive,growth,30,mesophilic
4907,562,species,Escherichia coli,67770,positive,growth,37,mesophilic
4907,562,species,Escherichia coli,67772,positive,optimum,37,mesophilic
4908,562,species,Escherichia coli,12486,positive,growth,37,mesophilic
4909,562,species,Escherichia coli,12510,positive,growth,37,mesophilic
4910,562,species,Escherichia coli,12526,positive,growth,37,mesophilic
4911,562,species,Escherichia coli,12527,positive,growth,37,mesophilic
4912,562,species,Escherichia coli,12532,positive,growth,37,mesophilic
4913,562,species,Escherichia coli,12533,positive,growth,37,mesophilic
4914,562,species,Escherichia coli,12730,positive,growth,37,mesophilic
4915,562,species,Escherichia coli,16114,positive,growth,37,mesophilic
4916,562,species,Escherichia coli,16272,positive,growth,30,mesophilic
4916,562,species,Escherichia coli,41756,positive,growth,30,mesophilic
4917,562,species,Escherichia coli,16273,positive,growth,30,mesophilic
4917,562,species,Escherichia coli,36531,positive,growth,30,mesophilic
4918,562,species,Escherichia coli,16274,positive,growth,30,mesophilic
4918,562,species,Escherichia coli,32869,positive,growth,30,mesophilic
4919,562,species,Escherichia coli,16275,positive,growth,30,mesophilic
4919,562,species,Escherichia coli,39714,positive,growth,30,mesophilic
4920,562,species,Escherichia coli,16276,positive,growth,30,mesophilic
4920,562,species,Escherichia coli,39372,positive,growth,30,mesophilic
4921,562,species,Escherichia coli,16277,positive,growth,30,mesophilic
4921,562,species,Escherichia coli,35876,positive,growth,30,mesophilic
4922,562,species,Escherichia coli,16454,positive,growth,30,mesophilic
4922,562,species,Escherichia coli,62729,positive,growth,30-37,mesophilic
4923,562,species,Escherichia coli,16455,positive,growth,30,mesophilic
4924,562,species,Escherichia coli,16465,positive,growth,37,mesophilic
4925,562,species,Escherichia coli,16466,positive,growth,37,mesophilic
4926,562,species,Escherichia coli,18136,positive,growth,37,mesophilic
4927,565,species,Escherichia hermannii,1719,positive,growth,37,mesophilic
4927,565,species,Escherichia hermannii,40553,positive,growth,30,mesophilic
4927,565,species,Escherichia hermannii,67770,positive,growth,37,mesophilic
4928,566,species,Pseudescherichia vulneris,1772,positive,growth,37,mesophilic
4928,566,species,Pseudescherichia vulneris,40554,positive,growth,30,mesophilic
4928,566,species,Pseudescherichia vulneris,46328,positive,growth,30-37,mesophilic
4928,566,species,Pseudescherichia vulneris,67770,positive,growth,37,mesophilic
4929,1884818,species,Escherichia sp.,17781,positive,growth,37,mesophilic
4930,564,species,Escherichia fergusonii,5121,positive,growth,37,mesophilic
4930,564,species,Escherichia fergusonii,39147,positive,growth,30,mesophilic
4930,564,species,Escherichia fergusonii,67770,positive,growth,30,mesophilic
4931,564,species,Escherichia fergusonii,18119,positive,growth,28,mesophilic
4931,564,species,Escherichia fergusonii,18119,positive,growth,30,mesophilic
4932,1115511,strain,Escherichia albertii,7069,positive,growth,30,mesophilic
4932,1115511,strain,Escherichia albertii,33868,positive,growth,30,mesophilic
4932,1115511,strain,Escherichia albertii,67770,positive,growth,30,mesophilic
4933,910964,strain,Ewingella americana,1778,positive,growth,30,mesophilic
4933,910964,strain,Ewingella americana,37628,positive,growth,30,mesophilic
4933,910964,strain,Ewingella americana,46118,positive,growth,37,mesophilic
4933,910964,strain,Ewingella americana,67770,positive,growth,30,mesophilic
4934,569,species,Hafnia alvei,5982,positive,growth,30,mesophilic
4935,569,species,Hafnia alvei,9130,positive,growth,30,mesophilic
4936,569,species,Hafnia alvei,9131,positive,growth,30,mesophilic
4937,569,species,Hafnia alvei,9132,positive,growth,30,mesophilic
4938,569,species,Hafnia alvei,9173,positive,growth,30,mesophilic
4938,569,species,Hafnia alvei,41708,positive,growth,30,mesophilic
4938,569,species,Hafnia alvei,67770,positive,growth,37,mesophilic
4939,546367,species,Hafnia paralvei,16709,positive,growth,28,mesophilic
4940,576,species,Klebsiella sp.,1825,positive,growth,37,mesophilic
4940,576,species,Klebsiella sp.,67770,positive,growth,37,mesophilic
4941,571,species,Klebsiella oxytoca,1950,positive,growth,37,mesophilic
4941,571,species,Klebsiella oxytoca,34208,positive,growth,30,mesophilic
4941,571,species,Klebsiella oxytoca,46330,positive,growth,37,mesophilic
4941,571,species,Klebsiella oxytoca,67770,positive,growth,37,mesophilic
4942,571,species,Klebsiella oxytoca,2763,positive,growth,37,mesophilic
4942,571,species,Klebsiella oxytoca,41130,positive,growth,30,mesophilic
4942,571,species,Klebsiella oxytoca,49576,positive,growth,30-37,mesophilic
4943,571,species,Klebsiella oxytoca,2906,positive,growth,28,mesophilic
4944,571,species,Klebsiella oxytoca,6674,positive,growth,30,mesophilic
4945,571,species,Klebsiella oxytoca,18104,positive,growth,37,mesophilic
4945,571,species,Klebsiella oxytoca,36874,positive,growth,30,mesophilic
4946,573,species,Klebsiella pneumoniae,835,positive,growth,30,mesophilic
4947,573,species,Klebsiella pneumoniae,844,positive,growth,30,mesophilic
4948,573,species,Klebsiella pneumoniae,959,positive,growth,37,mesophilic
4948,573,species,Klebsiella pneumoniae,35132,positive,growth,30,mesophilic
4949,573,species,Klebsiella pneumoniae,1637,positive,growth,30,mesophilic
4950,573,species,Klebsiella pneumoniae,1826,positive,growth,25,mesophilic
4951,573,species,Klebsiella pneumoniae,2316,positive,growth,37,mesophilic
4952,573,species,Klebsiella pneumoniae,2501,positive,growth,30,mesophilic
4953,72407,subspecies,Klebsiella pneumoniae subsp. pneumoniae,3559,positive,growth,37,mesophilic
4954,72407,subspecies,Klebsiella pneumoniae subsp. pneumoniae,3560,positive,growth,37,mesophilic
4955,72407,subspecies,Klebsiella pneumoniae subsp. pneumoniae,4442,positive,growth,37,mesophilic
4956,573,species,Klebsiella pneumoniae,4599,positive,growth,30,mesophilic
4957,573,species,Klebsiella pneumoniae,6519,positive,growth,37,mesophilic
4958,72407,subspecies,Klebsiella pneumoniae subsp. pneumoniae,9133,positive,growth,37,mesophilic
4958,72407,subspecies,Klebsiella pneumoniae subsp. pneumoniae,35571,positive,growth,30,mesophilic
4958,72407,subspecies,Klebsiella pneumoniae subsp. pneumoniae,67770,positive,growth,37,mesophilic
4959,1162296,strain,Klebsiella pneumoniae,9134,positive,growth,37,mesophilic
4959,1162296,strain,Klebsiella pneumoniae,41830,positive,growth,30,mesophilic
4959,1162296,strain,Klebsiella pneumoniae,44146,positive,growth,37,mesophilic
4959,1162296,strain,Klebsiella pneumoniae,67770,positive,growth,37,mesophilic
4960,72407,subspecies,Klebsiella pneumoniae subsp. pneumoniae,9135,positive,growth,37,mesophilic
4960,72407,subspecies,Klebsiella pneumoniae subsp. pneumoniae,37040,positive,growth,30,mesophilic
4961,573,species,Klebsiella pneumoniae,18096,positive,growth,37,mesophilic
4962,573,species,Klebsiella pneumoniae,18197,positive,growth,30,mesophilic
4962,573,species,Klebsiella pneumoniae,41591,positive,growth,30,mesophilic
4963,576,species,Klebsiella sp.,3165,positive,growth,28,mesophilic
4964,573,species,Klebsiella pneumoniae,6231,positive,growth,37,mesophilic
4965,576,species,Klebsiella sp.,15887,positive,growth,28,mesophilic
4966,244366,species,Klebsiella variicola,6208,positive,growth,30,mesophilic
4966,244366,species,Klebsiella variicola,36594,positive,growth,30,mesophilic
4966,244366,species,Klebsiella variicola,36595,positive,growth,30,mesophilic
4966,244366,species,Klebsiella variicola,60074,positive,growth,30-37,mesophilic
4967,667127,strain,Klebsiella pneumoniae subsp. rhinoscleromatis,6345,positive,growth,37,mesophilic
4967,667127,strain,Klebsiella pneumoniae subsp. rhinoscleromatis,41701,positive,growth,30,mesophilic
4967,667127,strain,Klebsiella pneumoniae subsp. rhinoscleromatis,67770,positive,growth,37,mesophilic
4968,573,species,Klebsiella pneumoniae,357,positive,growth,37,mesophilic
4968,573,species,Klebsiella pneumoniae,37328,positive,growth,30,mesophilic
4968,573,species,Klebsiella pneumoniae,45338,positive,growth,37,mesophilic
4969,573,species,Klebsiella pneumoniae,447,positive,growth,37,mesophilic
4969,573,species,Klebsiella pneumoniae,41831,positive,growth,30,mesophilic
4969,573,species,Klebsiella pneumoniae,61767,positive,growth,30,mesophilic
4969,573,species,Klebsiella pneumoniae,67770,positive,growth,37,mesophilic
4970,1218098,strain,Klebsiella pneumoniae subsp. ozaenae,6400,positive,growth,28,mesophilic
4970,1218098,strain,Klebsiella pneumoniae subsp. ozaenae,36529,positive,growth,30,mesophilic
4970,1218098,strain,Klebsiella pneumoniae subsp. ozaenae,67770,positive,growth,37,mesophilic
4971,1218113,strain,Kluyvera intermedia,1779,positive,growth,30,mesophilic
