ncbiTaxID	Name	Strain	Temp	Type	Superkingdom	Phylum	Class	Order	Family	Genus	Source	Source_ID
870477	Nonomuraea rhizophila	YIM 67092	24.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Tempura	Tempura6486
714166	Streptomyces endophyticus	YIM 65594	24.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Tempura	Tempura6487
714136	Nonomuraea endophytica	YIM 65601	24.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Tempura	Tempura6488
714130	Nocardia artemisiae	YIM 65623	24.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Tempura	Tempura6489
699434	Pseudonocardia artemisiae	YIM 63587	24.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Tempura	Tempura6490
641025	Lentzea jiangxiensis	FXJ1.034	24.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Lentzea	Tempura	Tempura6491
630977	Pseudonocardia seranimata	YIM 63233	24.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Tempura	Tempura6492
545624	Aquipuribacter hungaricus	IV-75	24.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Aquipuribacter	Tempura	Tempura6493
520089	Nocardioides hungaricus	OS4	24.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Tempura	Tempura6494
511108	Ottowia pentelensis	RB3-7	24.0	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	Tempura	Tempura6495
1315277	Pseudoalteromonas mariniglutinosa	NCIMB 1770	24.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Tempura	Tempura6496
1380763	Paenibacillus darwinianus	Br	23.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Tempura	Tempura6497
2005073	Mucilaginibacter galii	PP-F2F-G47	21.5	optimum	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Tempura	Tempura6498
415222	Pelagicoccus albus	YM14-201	26.0	optimum	Bacteria	Verrucomicrobiota	Opitutae	Puniceicoccales	Puniceicoccaceae	Pelagicoccus	Tempura	Tempura6499
383750	Marinomonas arctica	328	26.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Tempura	Tempura6500
123320	Okibacterium fritillariae	VKM Ac-2059	25.5	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Okibacterium	Tempura	Tempura6501
60890	Phaeobacter gallaeciensis	BS107	25.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Tempura	Tempura6502
1002227	Methylovorus menthalis	MM	25.0	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylovorus	Tempura	Tempura6503
549691	Magnetospira thiophila	MMS-1	25.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Magnetospira	Tempura	Tempura6504
266809	Thalassobacter stenotrophicus	5SM22	24.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Thalassobacter	Tempura	Tempura6505
1335616	Lactobacillus wasatchensis	WDC04	24.0	optimum	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Tempura	Tempura6506
425498	Algibacter mikhailovii	KMM 6171	24.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	Tempura	Tempura6507
362523	Mariniflexile gromovii	KMM 6038	24.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mariniflexile	Tempura	Tempura6508
279359	Gramella echinicola	KMM 6050	24.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Tempura	Tempura6509
262005	Winogradskyella epiphytica	KMM 3906	24.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Tempura	Tempura6510
46679	Pseudomonas mucidolens	ATCC 4685	24.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Tempura	Tempura6511
2508711	Halomonas niordiana	ATF5.4	23.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Tempura	Tempura6512
1470433	Aestuariicella hydrocarbonica	SM-6	22.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Aestuariicella	Tempura	Tempura6513
1089305	Winogradskyella jejuensis	CP32	22.5	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Tempura	Tempura6514
904715	Sphingomonas jejuensis	 MS-31	22.5	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Tempura	Tempura6515
875041	Gemmobacter tilapiae	Ruye-53	22.5	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Gemmobacter	Tempura	Tempura6516
708131	Aurantimicrobium minutum	KNC	22.5	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Aurantimicrobium	Tempura	Tempura6517
490188	Hydrocarboniphaga daqingensis	B2-9	22.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Hydrocarboniphaga	Tempura	Tempura6518
93973	Shewanella japonica	KMM 3299	22.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Tempura	Tempura6519
390989	Actinocatenispora sera	KV-744	21.5	optimum	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinocatenispora	Tempura	Tempura6520
237609	Pseudomonas alkylphenolica	KL28	21.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Tempura	Tempura6521
1815557	Flectobacillus pallidus	MVW-6	20.0	optimum	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Spirosomaceae	Flectobacillus	Tempura	Tempura6522
1130724	Maribacter lutimaris	KJ4	20.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Tempura	Tempura6523
343412	Chryseobacterium xinjiangense	TSBY 67	22.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Tempura	Tempura6524
1678131	Pseudorhodobacter psychrotolerans	PAMC 27389	17.5	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cypionkella	Tempura	Tempura6525
1305842	Psychrobacter muriicola	2pS	17.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Tempura	Tempura6526
2058158	Gramella antarctica	R17H11	27.5	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Tempura	Tempura6527
529704	Frateuria terrea	VA24	33.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Tempura	Tempura6528
472113	Geofilum rubicundum	JAM-BA0501	33.0	optimum	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Geofilum	Tempura	Tempura6529
33865	Methanoplanus endosymbiosus	MC1	32.0	optimum	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus	Tempura	Tempura6530
1838286	Lacunisphaera limnophila	IG16b	32.0	optimum	Bacteria	Verrucomicrobiota	Opitutae	Opitutales	Opitutaceae	Lacunisphaera	Tempura	Tempura6531
1848773	Lacunisphaera anatis	IG31	30.0	optimum	Bacteria	Verrucomicrobiota	Opitutae	Opitutales	Opitutaceae	Lacunisphaera	Tempura	Tempura6532
1529067	Microbulbifer echini	AM134	30.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	Tempura	Tempura6533
1381558	Sphaerisporangium rufum	R10-82	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	Tempura	Tempura6534
1293891	Thalassospira mesophila	MBE#74 	30.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	Tempura	Tempura6535
477690	Lishizhenia tianjinensis	H6	30.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Lishizhenia	Tempura	Tempura6536
443156	Phycicoccus dokdonensis	DS-8	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Pedococcus	Tempura	Tempura6537
427754	Humibacter albus	SC-083	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Humibacter	Tempura	Tempura6538
407022	Pseudosphingobacterium domesticum	DC-186	30.0	optimum	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter	Tempura	Tempura6539
1127673	Aliiglaciecola lipolytica	E3	30.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliiglaciecola	Tempura	Tempura6540
345632	Geobacter pickeringii	G13	30.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Tempura	Tempura6541
345631	Geobacter argillaceus	G12	30.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Tempura	Tempura6542
345370	Desulfovibrio carbinoliphilus	D41	30.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Solidesulfovibrio	Tempura	Tempura6543
322163	Brevundimonas kwangchunensis	KSL-102	30.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Tempura	Tempura6544
314200	Giesbergeria voronezhensis	D-419	30.0	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	Tempura	Tempura6545
295089	Altererythrobacter luteolus	SW-109	30.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Pontixanthobacter	Tempura	Tempura6546
268410	Rhodovarius lipocyclicus	CCUG 44693	30.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rhodovarius	Tempura	Tempura6547
237258	Cloacibacterium normanense	NRS1	30.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Cloacibacterium	Tempura	Tempura6548
78327	Pseudomonas mosselii	CFML 90-83 	30.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Tempura	Tempura6549
76759	Pseudomonas monteilii	CFML 90-60 	30.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Tempura	Tempura6550
75588	Pseudomonas libanensis	 CFML 96-195	30.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Tempura	Tempura6551
45656	Desulfonema limicola	5ac10	30.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfonema	Tempura	Tempura6552
1457234	Nocardioides zeae	 JM-1068	28.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Tempura	Tempura6553
371042	Erwinia typographi	Y1	28.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Tempura	Tempura6554
1817495	Agromyces binzhouensis	OAct353	28.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Agromyces	Tempura	Tempura6555
1628248	Empedobacter stercoris	990B6_12ER2A	28.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Empedobacter	Tempura	Tempura6556
1172368	Halomonas malpeensis	YU-PRIM-29	28.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Tempura	Tempura6557
1079859	Pseudarcicella hirudinis	E92	28.0	optimum	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Spirosomaceae	Pseudarcicella	Tempura	Tempura6558
419481	Desulfoluna spongiiphila	AA1	28.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	Desulfoluna	Tempura	Tempura6559
314202	Giesbergeria kuznetsovii	D-412	28.0	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	Tempura	Tempura6560
424799	Roseomonas terrae	DS-48	25.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neoroseomonas	Tempura	Tempura6561
392717	Brumimicrobium mesophilum	YH207	20.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Brumimicrobium	Tempura	Tempura6562
1408819	Youngiibacter fragilis	232,1	33.0	optimum	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Youngiibacter	Tempura	Tempura6563
1740611	Sphaerimonospora cavernae	N74	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Sphaerimonospora	Tempura	Tempura6564
1091037	Alishewanella longhuensis	LH2-2	30.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alishewanella	Tempura	Tempura6565
1882233	Kibdelosporangium rhizovicinum	K12-0791	28.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	Tempura	Tempura6566
2602015	Hypericibacter terrae	R5913	30.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Hypericibacter	Tempura	Tempura6567
2520507	Shewanella maritima	D4-2	30.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Tempura	Tempura6568
47496	Pedomicrobium australicum	ATCC 43611	30.5	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	Tempura	Tempura6569
47495	Pedomicrobium americanum	ACM 3090	30.5	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	Tempura	Tempura6570
2126436	Carnobacterium antarcticum	CP1	30.0	optimum	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Tempura	Tempura6571
1882232	Kibdelosporangium rhizosphaerae	 K10-0543	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	Tempura	Tempura6572
1507734	Streptomyces antioxidans	MUSC 164	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Tempura	Tempura6573
1428657	Monashia flava	MUSC 78	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Intrasporangium	Tempura	Tempura6574
1428644	Streptomyces gilvigriseus	MUSC 26	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Mangrovactinospora	Tempura	Tempura6575
1428628	Streptomyces mangrovisoli	MUSC 149	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Tempura	Tempura6576
1392758	Rhizocola hellebori	K12-0602	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Rhizocola	Tempura	Tempura6577
1348852	Mumia flava	MUSC 201	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Mumia	Tempura	Tempura6578
1348253	Microbacterium mangrovi	MUSC 115	30.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Tempura	Tempura6579
1635173	Tenacibaculum holothuriorum	S2-2	28.5	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tempura	Tempura6580
909287	Streptosporangium oxazolinicum	 K07-0460	26.5	optimum	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Tempura	Tempura6581
1435347	Yoonia maritima	KMM 9530	29.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Yoonia	Tempura	Tempura6582
1260955	Streptosporangium sandarakinum	 GW-12028	29.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Tempura	Tempura6583
2060666	Saccharibacillus endophyticus	JM-1350	29.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	Tempura	Tempura6584
1917181	Paenibacillus rhizoplanae	JJ-64	29.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Tempura	Tempura6585
1810504	Immundisolibacter cernigliae	TR3.2	29.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter	Tempura	Tempura6586
1520671	Flavobacterium maris	KMM 9535	29.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Tempura	Tempura6587
1501356	Sphingorhabdus pacifica	KMM 9574	29.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingorhabdus	Tempura	Tempura6588
1494959	Pseudogracilibacillus auburnensis	P-207	29.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	Tempura	Tempura6589
1435349	Tamlana sedimentorum	KMM 9545	29.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana	Tempura	Tempura6590
1221500	Fictibacillus phosphorivorans	Ca7	29.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Fictibacillus	Tempura	Tempura6591
1435348	Simiduia litorea	KMM 9504	29.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Simiduia	Tempura	Tempura6592
871741	Brevundimonas viscosa	F3	29.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Tempura	Tempura6593
680125	Parasphingopyxis lamellibrachiae	JAMH 0132	29.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingopyxis	Tempura	Tempura6594
388950	Pontibacter akesuensis	AKS 1	29.0	optimum	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Tempura	Tempura6595
333139	Fabibacter halotolerans	UST030701-097	29.0	optimum	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Roseivirgaceae	Roseivirga	Tempura	Tempura6596
331648	Nonlabens spongiae	UST030701-156	29.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Tempura	Tempura6597
326069	Gramella portivictoriae	UST040801-001	29.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Tempura	Tempura6598
2047720	Aurantimonas aggregata	R14M6	27.5	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Aurantimonas	Tempura	Tempura6599
2035356	Reyranella aquatilis	Seoho-37	27.5	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Reyranellaceae	Reyranella	Tempura	Tempura6600
629680	Brevibacterium sandarakinum	01-Je-003	27.5	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium	Tempura	Tempura6601
179010	Psychrobacter jeotgali	YKJ-103	27.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Tempura	Tempura6602
2670331	Nevskia lacus	 Seoho-38	25.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Nevskia	Tempura	Tempura6603
1855912	Luteitalea pratensis	HEG_-6_39	25.0	optimum	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Tempura	Tempura6604
1628250	Mesonia hippocampi	96_Hippo_TS_3/13	25.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesonia	Tempura	Tempura6605
180588	Psychrobacter faecalis	ISO46	22.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Tempura	Tempura6606
221822	Phaeobacter inhibens	T5	28.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Tempura	Tempura6607
346185	Flagellimonas eckloniae	DOKDO 007	27.5	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Tempura	Tempura6608
2666022	Winogradskyella profunda	KMM 9725	26.5	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Tempura	Tempura6609
2048549	Paenibacillus nebraskensis	JJ-59	24.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Tempura	Tempura6610
345312	Shewanella irciniae	UST040317-058	24.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Tempura	Tempura6611
549701	Winogradskyella rapida	SCB26	24.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Tempura	Tempura6612
283786	Bizionia paragorgiae	KCTC 12304	24.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bizionia	Tempura	Tempura6613
2056779	Arenibacter catalasegens	P308H10	22.5	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Tempura	Tempura6614
2014610	Roseisolibacter agri	AW1220	22.5	optimum	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	Tempura	Tempura6615
1704499	Methylovulum psychrotolerans	Sph1	22.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylovulum	Tempura	Tempura6616
227084	Ulvibacter litoralis	KMM 3912	22.0	optimum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	Tempura	Tempura6617
707589	Amphritea spongicola	MEBiC05461	30.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Aliamphritea	Tempura	Tempura6618
2589080	Luteibacter pinisoli	MAH-14	29.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Tempura	Tempura6619
2250595	Rhodanobacter hydrolyticus	G-5-5	27.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Tempura	Tempura6620
2086571	Solimonas fluminis	HR-BB	27.5	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Solimonas	Tempura	Tempura6621
323284	Alcaligenes aquatilis 	LMG 22996	21.0	optimum	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Tempura	Tempura6622
1804997	Micropepsis pineolensis	CS4 	35.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	Tempura	Tempura6623
1589181	Sphingomonas parvus	GP20-2	35.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Tempura	Tempura6624
1211325	Paenibacillus xanthinilyticus	11N27	35.0	optimum	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Tempura	Tempura6625
247333	Serinicoccus marinus	JC1078	35.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Serinicoccus	Tempura	Tempura6626
231447	Desulfobulbus japonicus	Pro1	35.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfogranum	Tempura	Tempura6627
423541	Desulfotignum toluenicum	H3	34.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfotignum	Tempura	Tempura6628
327095	Demequina aestuarii	JC2054	33.5	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Demequinaceae	Demequina	Tempura	Tempura6629
574650	Micrococcus terreus	V3M1	33.0	optimum	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Tempura	Tempura6630
436308	Nitrosopumilus maritimus	SCM1	32.0	optimum	Archaea	Nitrososphaerota		Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Tempura	Tempura6631
1610529	Paracoccus aquimaris	KF89	32.0	optimum	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Tempura	Tempura6632
1537524	Thiogranum longum	gps52 	32.0	optimum	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thiogranum	Tempura	Tempura6633
37626	Desulfuromusa succinoxidans	 Gylac	32.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Desulfuromusa	Tempura	Tempura6634
37625	Desulfuromusa kysingii	Kysw2	32.0	optimum	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Desulfuromusa	Tempura	Tempura6635
