ProteomeId	Organism	ncbiTaxID	Protein count	Domain
UP000185628	Bowdeniella nasicola	208480	2401	Bacteria
UP000185639	Oleibacter marinus	484498	3470	Bacteria
UP000185663	Paraoerskovia marina	545619	2637	Bacteria
UP000185678	Insolitispirillum peregrinum	80876	3976	Bacteria
UP000185680	Hydrogenophaga crassostreae	1763535	4456	Bacteria
UP000185696	Actinophytocola xinjiangensis	485602	8134	Bacteria
UP000185766	Atopomonas hussainii	1429083	3415	Bacteria
UP000185789	Calothrix sp. HK-06	1137096	8121	Bacteria
UP000185811	Limnothrix rosea IAM M-220	454133	3542	Bacteria
UP000185895	Acinetobacter qingfengensis	1262585	2825	Bacteria
UP000185924	Pontibacter lucknowensis	1077936	3901	Bacteria
UP000185934	Dehalogenimonas formicexedens	1839801	2117	Bacteria
UP000186002	Roseibium suaedae	735517	4539	Bacteria
UP000186110	Rhodoferax saidenbachensis	1484693	3921	Bacteria
UP000186141	Gemmobacter megaterium	1086013	4016	Bacteria
UP000186218	Williamsia sterculiae	1344003	4105	Bacteria
UP000186221	Rhodobacter aestuarii	453582	3631	Bacteria
UP000186308	Acidiphilium rubrum	526	3677	Bacteria
UP000186309	Paludisphaera borealis	1387353	5693	Bacteria
UP000186323	Desulfovibrio piger	901	2530	Bacteria
UP000186341	Ileibacterium valens	1862668	2365	Bacteria
UP000186400	Alkalispirochaeta americana	159291	2891	Bacteria
UP000186437	Streptococcus acidominimus	1326	1943	Bacteria
UP000186465	Boudabousia marimammalium	156892	1518	Bacteria
UP000186469	Desulfovibrio litoralis DSM 11393	1121455	2355	Bacteria
UP000186513	Chitinimonas taiwanensis DSM 18899	1121279	3699	Bacteria
UP000186524	Domibacillus mangrovi	1714354	3189	Bacteria
UP000186559	Salipiger profundus	1229727	5105	Bacteria
UP000186599	Halopseudomonas bauzanensis	653930	3223	Bacteria
UP000186720	Mucilaginibacter polytrichastri	1302689	5195	Bacteria
UP000186791	Thalassotalea sp. PP2-459	1742724	3513	Bacteria
UP000186795	Kroppenstedtia eburnea	714067	3484	Bacteria
UP000186895	Marinobacterium stanieri	49186	4329	Bacteria
UP000186905	Photobacterium proteolyticum	1903952	5467	Bacteria
UP000186917	Filimonas lacunae	477680	6193	Bacteria
UP000186997	Yoonia rosea	287098	3509	Bacteria
UP000187059	Salipiger abyssi	1250539	5048	Bacteria
UP000187085	Tersicoccus phoenicis	554083	2865	Bacteria
UP000187148	Kosakonia cowanii JCM 10956 = DSM 18146	1300165	4336	Bacteria
UP000187172	Paenibacillus rhizosphaerae	297318	6961	Bacteria
UP000187185	Microbacterium aurum	36805	3054	Bacteria
UP000187266	Brevirhabdus pacifica	1267768	2947	Bacteria
UP000187280	Lonsdalea quercina	71657	3284	Bacteria
UP000187408	Desulfurobacterium indicum	1914305	1617	Bacteria
UP000187464	Proteiniphilum saccharofermentans	1642647	3381	Bacteria
UP000187495	Moraxella cuniculi DSM 21768	1122245	2140	Bacteria
UP000187735	Fuerstiella marisgermanici	1891926	6466	Bacteria
UP000187941	Spirosoma montaniterrae	1178516	4811	Bacteria
UP000188145	Tessaracoccus aquimaris	1332264	3246	Bacteria
UP000188219	Microbulbifer agarilyticus	260552	3454	Bacteria
UP000188246	Vagococcus penaei	633807	2060	Bacteria
UP000188276	Vibrio ruber DSM 16370	1123498	3923	Bacteria
UP000188324	Tessaracoccus flavus	1610493	2784	Bacteria
UP000188357	Psychrobacter piechaudii	1945521	2327	Bacteria
UP000188603	Novibacillus thermophilus	1471761	3169	Bacteria
UP000188613	Domibacillus epiphyticus	1714355	3171	Bacteria
UP000188729	Sphingomonas jeddahensis	1915074	2894	Bacteria
UP000188836	Nocardia donostiensis	1538463	4892	Bacteria
UP000188879	Roseomonas deserti	1817963	5405	Bacteria
UP000188929	Frankia asymbiotica	1834516	6965	Bacteria
UP000188937	Acetobacter aceti	435	3175	Bacteria
UP000188947	Elizabethkingia meningoseptica (Chryseobacterium meningosepticum)	238	3466	Bacteria
UP000188993	Jeotgalibaca dankookensis	708126	2003	Bacteria
UP000189161	Rodentibacter trehalosifermentans	1908263	2455	Bacteria
UP000189339	Marinobacter lutaoensis	135739	3411	Bacteria
UP000189369	Paenalcaligenes hominis	643674	2082	Bacteria
UP000189462	Thioalkalivibrio denitrificans	108003	3346	Bacteria
UP000189464	Desulforamulus ferrireducens	1833852	2924	Bacteria
UP000189475	Vibrio palustris	1918946	3328	Bacteria
UP000189733	Paradesulfovibrio bizertensis DSM 18034	1121442	2903	Bacteria
UP000189739	Mucilaginibacter pedocola	1792845	5893	Bacteria
UP000189761	Heyndrickxia oleronia	38875	4898	Bacteria
UP000189800	Moraxella pluranimalium	470453	2042	Bacteria
UP000189810	Thermocrinis minervae	381751	1463	Bacteria
UP000189857	Eubacterium ruminantium	42322	2481	Bacteria
UP000189981	Daejeonella lutea	572036	3561	Bacteria
UP000190023	[Haemophilus] felis	123822	2132	Bacteria
UP000190027	Paucidesulfovibrio gracilis DSM 16080	1121449	2871	Bacteria
UP000190064	Oceanospirillum linum	966	3358	Bacteria
UP000190080	Clostridium oryzae	1450648	4505	Bacteria
UP000190092	Enhydrobacter aerosaccus	225324	6507	Bacteria
UP000190135	Consotaella salsifontis	1365950	4266	Bacteria
UP000190140	[Clostridium] thermoalcaliphilum	29349	2026	Bacteria
UP000190188	Paenibacillus selenitireducens	1324314	6187	Bacteria
UP000190229	Acidibacillus ferrooxidans	1765683	2881	Bacteria
UP000190285	Maledivibacter halophilus	36842	5301	Bacteria
UP000190328	Pilibacter termitis	263852	2569	Bacteria
UP000190341	Pseudoxanthomonas indica	428993	3555	Bacteria
UP000190435	Moraxella caviae	34060	2269	Bacteria
UP000190539	Streptomyces tsukubensis	83656	6478	Bacteria
UP000190541	Parapedobacter luteus	623280	4124	Bacteria
UP000190626	Paenibacillus ferrarius	1469647	7849	Bacteria
UP000190750	Rhodoferax fermentans	28066	3985	Bacteria
UP000190852	Parabacteroides chartae	1037355	3197	Bacteria
UP000190857	Okibacterium fritillariae	123320	2806	Bacteria
UP000190867	Haemophilus paracuniculus	734	1927	Bacteria
UP000190868	Campylobacter pinnipediorum subsp. caledonicus	1874362	1649	Bacteria
UP000190888	Sediminibacterium ginsengisoli	413434	3581	Bacteria
UP000190890	Clostridium puniceum	29367	5300	Bacteria
UP000190911	Halomonas subglaciescola	29571	2724	Bacteria
UP000190961	Ohtaekwangia koreensis	688867	5828	Bacteria
UP000191055	Alkalitalea saponilacus	889453	3564	Bacteria
UP000191056	Clostridium chromiireducens	225345	4771	Bacteria
UP000191094	Moraxella lincolnii	90241	1751	Bacteria
UP000191112	Soonwooa buanensis	619805	3053	Bacteria
UP000191135	Martelella mediterranea DSM 17316	1122214	5139	Bacteria
UP000191200	Vagococcus teuberi	519472	1935	Bacteria
UP000191257	Paracoccus yeei	147645	4275	Bacteria
UP000191554	Ruminiclostridium hungatei (Clostridium hungatei)	48256	4233	Bacteria
UP000191680	Croceivirga radicis	1929488	3064	Bacteria
UP000191905	Pseudaminobacter manganicus	1873176	4404	Bacteria
UP000192266	Hymenobacter roseosalivarius DSM 11622	645990	4391	Bacteria
UP000192276	Niastella populi	550983	6536	Bacteria
UP000192330	Primorskyibacter flagellatus	1387277	4189	Bacteria
UP000192342	Oceanococcus atlanticus	1317117	3284	Bacteria
UP000192343	Marispirochaeta aestuarii	1963862	3763	Bacteria
UP000192359	Rothia nasimurium	85336	2215	Bacteria
UP000192360	Cellulophaga tyrosinoxydans	504486	3140	Bacteria
UP000192455	Pontibaca methylaminivorans	515897	2497	Bacteria
UP000192468	Clostridium acidisoli DSM 12555	1121291	3815	Bacteria
UP000192472	Reichenbachiella faecimaris	692418	3972	Bacteria
UP000192566	Mycobacterium heidelbergense	53376	4472	Bacteria
UP000192582	Deinococcus hopiensis KR-140	695939	5843	Bacteria
UP000192591	Saccharomonospora piscinae	687388	4456	Bacteria
UP000192656	Fulvimarina manganoxydans	937218	4454	Bacteria
UP000192678	Pedobacter nyackensis	475255	4961	Bacteria
UP000192738	Sporomusa malonica	112901	4926	Bacteria
UP000192746	Zunongwangia atlantica 22II14-10F7	1185767	4100	Bacteria
UP000192775	Cnuibacter physcomitrellae	1619308	4009	Bacteria
UP000192796	Niastella vici	1703345	7808	Bacteria
UP000192801	Mycolicibacterium insubricum	444597	4200	Bacteria
UP000192900	Pantoea alhagi	1891675	3878	Bacteria
UP000192911	Trinickia caryophylli (Paraburkholderia caryophylli)	28094	5785	Bacteria
UP000192917	Tistlia consotensis USBA 355	560819	6388	Bacteria
UP000192923	Methylomagnum ishizawai	1760988	4600	Bacteria
UP000192934	Allosphingosinicella indica	941907	2739	Bacteria
UP000193061	Roseovarius albus	1247867	4169	Bacteria
UP000193090	Mycolicibacillus trivialis	1798	3287	Bacteria
UP000193118	Neisseria dentiae	194197	2500	Bacteria
UP000193200	Oceanibacterium hippocampi	745714	4524	Bacteria
UP000193207	Roseovarius halotolerans	505353	3635	Bacteria
UP000193224	Roseovarius aestuarii	475083	4594	Bacteria
UP000193307	Pacificibacter marinus	658057	3808	Bacteria
UP000193387	Mycobacterium saskatchewanense	220927	5294	Bacteria
UP000193391	Thalassospira mesophila	1293891	3848	Bacteria
UP000193409	Pseudoruegeria aquimaris	393663	3590	Bacteria
UP000193427	Rhizobacter gummiphilus	946333	5678	Bacteria
UP000193431	Nonlabens spongiae	331648	2989	Bacteria
UP000193435	Carnobacterium iners	1073423	2071	Bacteria
UP000193450	Oceanicoccus sagamiensis	716816	3870	Bacteria
UP000193484	Mycolicibacterium fallax (Mycobacterium fallax)	1793	3787	Bacteria
UP000193529	Mycobacterium palustre	153971	5239	Bacteria
UP000193564	Mycobacterium doricum	126673	3539	Bacteria
UP000193570	Roseivivax jejudonensis	1529041	4082	Bacteria
UP000193623	Pseudooctadecabacter jejudonensis	1391910	3340	Bacteria
UP000193827	Roseovarius litorisediminis	1312363	3904	Bacteria
UP000193834	Paenibacillus aquistagni	1852522	4778	Bacteria
UP000193862	Aquimixticola soesokkakensis	1519096	3316	Bacteria
UP000193870	Palleronia marisminoris	315423	3664	Bacteria
UP000193900	Roseisalinus antarcticus	254357	4698	Bacteria
UP000193907	Mycobacterium celatum	28045	4310	Bacteria
UP000193926	Marivita geojedonensis	1123756	3878	Bacteria
UP000193963	Pseudooceanicola marinus	396013	4205	Bacteria
UP000193978	Methylocystis bryophila	655015	4267	Bacteria
UP000193990	Mycobacterium bohemicum	56425	4677	Bacteria
UP000194137	Pseudorhodoplanes sinuspersici	1235591	5631	Bacteria
UP000194141	Desulfurella amilsii	1562698	2019	Bacteria
UP000194153	Citrifermentans pelophilum	60036	156	Bacteria
UP000194221	Tenacibaculum holothuriorum	1635173	2802	Bacteria
UP000194309	Campylobacter lanienae	75658	1504	Bacteria
UP000194360	Pseudonocardia autotrophica (Amycolata autotrophica) (Nocardia autotrophica)	2074	6859	Bacteria
UP000194420	Altererythrobacter xiamenensis	1316679	2951	Bacteria
UP000194432	Acidovorax carolinensis	553814	3397	Bacteria
UP000194450	Pseudidiomarina planktonica	1323738	2385	Bacteria
UP000194457	Kushneria marisflavi	157779	3205	Bacteria
UP000194641	Acetobacter indonesiensis	104101	2629	Bacteria
UP000194664	Marivivens niveibacter	1930667	2990	Bacteria
UP000195913	Arthrobacter rhombi	71253	3075	Bacteria
UP000195981	Brachybacterium nesterenkovii	47847	2675	Bacteria
UP000196027	Oleiphilus messinensis	141451	5456	Bacteria
UP000196053	Herbinix luporum	1679721	2352	Bacteria
UP000196138	Comamonas serinivorans	1082851	3699	Bacteria
UP000196320	Microbacterium esteraromaticum	57043	3202	Bacteria
UP000196365	Garciella nitratireducens DSM 15102	1121911	2103	Bacteria
UP000196485	Photobacterium aquimaris	512643	3753	Bacteria
UP000196573	Parendozoicomonas haliclonae	1960125	4695	Bacteria
UP000196581	Brevibacterium yomogidense	946573	2868	Bacteria
UP000196655	Inquilinus limosus	171674	7046	Bacteria
UP000196782	Anoxybacillus flavithermus	33934	2589	Bacteria
UP000197019	Methylovulum psychrotolerans	1704499	4299	Bacteria
UP000197023	Geobacter sp. DSM 9736	1277350	3513	Bacteria
UP000197032	Calderihabitans maritimus	1246530	2604	Bacteria
UP000197065	Arboricoccus pini	1963835	3717	Bacteria
UP000197174	Micromonospora wenchangensis	1185415	6322	Bacteria
UP000197215	Polynucleobacter victoriensis	2049319	1630	Bacteria
UP000197361	Sphingopyxis bauzanensis	651663	3927	Bacteria
UP000197446	Pelomonas puraquae	431059	5356	Bacteria
UP000197468	Roseateles aquatilis	431061	5438	Bacteria
UP000197535	Noviherbaspirillum denitrificans	1968433	5003	Bacteria
UP000198122	Kytococcus aerolatus	592308	2173	Bacteria
UP000198210	Micromonospora siamensis	299152	5581	Bacteria
UP000198217	Micromonospora echinaurantiaca	47857	6456	Bacteria
UP000198221	Micromonospora inositola	47865	6104	Bacteria
UP000198251	Micromonospora echinofusca	47858	5931	Bacteria
UP000198263	Caballeronia concitans	1777133	5606	Bacteria
UP000198282	Streptosporangium subroseum	106412	9643	Bacteria
UP000198304	Anaerovirgula multivorans	312168	5186	Bacteria
UP000198307	Paracoccus seriniphilus	184748	3981	Bacteria
UP000198313	Tolypothrix sp. NIES-4075	2005459	7285	Bacteria
UP000198324	Humidesulfovibrio mexicanus	147047	3215	Bacteria
UP000198345	Flavobacterium hercynium	387094	4450	Bacteria
UP000198346	Amphiplicatus metriothermophilus	1519374	2934	Bacteria
UP000198348	Haloechinothrix alba	664784	4481	Bacteria
UP000198356	Granulicella rosea	474952	4295	Bacteria
UP000198362	Asanoa hainanensis	560556	8104	Bacteria
UP000198374	Secundilactobacillus mixtipabuli	1435342	2292	Bacteria
UP000198379	Dokdonia pacifica	1627892	4883	Bacteria
UP000198384	Lutibacter agarilyticus	1109740	3391	Bacteria
UP000198393	Ekhidna lutea	447679	3721	Bacteria
UP000198415	Actinoplanes regularis	52697	8959	Bacteria
UP000198418	Rhodoblastus acidophilus (Rhodopseudomonas acidophila)	1074	4412	Bacteria
UP000198426	Tropicimonas sediminicola	1031541	4801	Bacteria
UP000198432	Pontibacter ummariensis	1610492	5129	Bacteria
UP000198461	Sulfurivirga caldicuralii	364032	1631	Bacteria
UP000198500	Aidingimonas halophila	574349	3626	Bacteria
UP000198508	Enterocloster lavalensis	460384	5643	Bacteria
UP000198510	Catalinimonas alkaloidigena	1075417	5672	Bacteria
UP000198517	Riemerella columbipharyngis	1071918	2118	Bacteria
UP000198520	Flavimobilis marinus	285351	2643	Bacteria
UP000198521	Aquimarina amphilecti	1038014	4646	Bacteria
UP000198524	Clostridium sp. DSM 8431	1761781	3500	Bacteria
UP000198525	Halomonas gudaonensis	376427	3869	Bacteria
UP000198528	Parafannyhessea umbonata	604330	1943	Bacteria
UP000198534	Marininema mesophilum	1048340	3137	Bacteria
UP000198539	Roseicitreum antarcticum	564137	4002	Bacteria
UP000198546	Auraticoccus monumenti	675864	4049	Bacteria
UP000198552	Oryzisolibacter propanilivorax	1527607	3378	Bacteria
UP000198553	Mesobacillus persicus	930146	4551	Bacteria
UP000198555	Epilithonimonas hominis	420404	2619	Bacteria
UP000198556	Granulicatella balaenopterae	137733	1916	Bacteria
UP000198577	Caldicoprobacter faecalis	937334	2413	Bacteria
UP000198584	Thalassobacillus cyri	571932	4309	Bacteria
UP000198597	Clostridium gasigenes	94869	3849	Bacteria
UP000198604	Streptococcus varani	1608583	2422	Bacteria
UP000198611	Thiohalospira halophila DSM 15071	1123397	2641	Bacteria
UP000198618	Oceanobacillus limi	930131	3982	Bacteria
UP000198619	Clostridium frigidicarnis	84698	3915	Bacteria
UP000198625	Proteiniborus ethanoligenes	415015	2950	Bacteria
UP000198634	Thalassobius taeanensis	657014	3839	Bacteria
UP000198636	Alkaliphilus peptidifermentans DSM 18978	1120976	4235	Bacteria
UP000198638	Paraburkholderia sartisoli	83784	5332	Bacteria
UP000198641	Halomonas taeanensis	284577	3429	Bacteria
UP000198642	Lentibacillus halodurans	237679	3521	Bacteria
UP000198644	Marinobacter daqiaonensis	650891	3504	Bacteria
UP000198648	Flavobacterium urocaniciphilum	1299341	2554	Bacteria
UP000198654	Halomonas muralis	119000	3825	Bacteria
UP000198661	Planifilum fulgidum	201973	3217	Bacteria
UP000198670	Parapedobacter indicus	1477437	5134	Bacteria
UP000198672	Allochromatium warmingii (Chromatium warmingii)	61595	2689	Bacteria
UP000198688	Actinoplanes derwentensis	113562	9207	Bacteria
UP000198693	Halomonas korlensis	463301	3706	Bacteria
UP000198694	Sediminibacillus albus	407036	3476	Bacteria
UP000198697	Hymenobacter actinosclerus	82805	3677	Bacteria
UP000198701	Cryobacterium psychrotolerans	386301	3047	Bacteria
UP000198706	Pseudomonas indica	137658	5180	Bacteria
UP000198711	Hydrobacter penzbergensis	1235997	3501	Bacteria
UP000198728	Tropicimonas isoalkanivorans	441112	4790	Bacteria
UP000198734	Psychrobacillus psychrotolerans	126156	3550	Bacteria
UP000198741	Nakamurella panacisegetis	1090615	4387	Bacteria
UP000198755	Methylocapsa palsarum	1612308	3816	Bacteria
UP000198757	Niabella drilacis (strain DSM 25811 / CCM 8410 / LMG 26954 / E90)	1285928	5113	Bacteria
UP000198761	Gemmobacter aquatilis	933059	3845	Bacteria
UP000198765	Micromonospora narathiwatensis	299146	5762	Bacteria
UP000198767	Epibacterium ulvae	1156985	3832	Bacteria
UP000198771	Desulfonatronum thiosulfatophilum	617002	3184	Bacteria
UP000198778	Alkalicoccus daliensis	745820	3459	Bacteria
UP000198781	Acidovorax valerianellae	187868	4680	Bacteria
UP000198785	Sphingobacterium wenxiniae	683125	3412	Bacteria
UP000198790	Algoriphagus aquimarinus	237018	4362	Bacteria
UP000198793	Aureimonas jatrophae	1166073	4295	Bacteria
UP000198796	Poseidonocella pacifica	871651	3383	Bacteria
UP000198815	Propionibacterium cyclohexanicum	64702	2509	Bacteria
UP000198820	Psychroflexus halocasei	908615	2462	Bacteria
UP000198824	Sphingomonas jatrophae	1166337	3810	Bacteria
UP000198825	Microlunatus sagamiharensis	546874	3981	Bacteria
UP000198828	Tepidimicrobium xylanilyticum	1123352	2998	Bacteria
UP000198832	Nocardioides terrae	574651	3705	Bacteria
UP000198833	Ignavigranum ruoffiae	89093	1874	Bacteria
UP000198838	Acetitomaculum ruminis DSM 5522	1120918	2632	Bacteria
UP000198846	Bizionia paragorgiae	283786	2859	Bacteria
UP000198850	Pedobacter hartonius	425514	4634	Bacteria
UP000198853	Natribacillus halophilus	549003	3434	Bacteria
UP000198854	Vibrio xiamenensis	861298	4859	Bacteria
UP000198855	Paenibacillus catalpae	1045775	5840	Bacteria
UP000198857	Geodermatophilus dictyosporus	1523247	4366	Bacteria
UP000198866	Paraburkholderia diazotrophica	667676	7930	Bacteria
UP000198867	Mycetocola miduiensis	995034	3145	Bacteria
UP000198870	Desulfoluna spongiiphila	419481	5238	Bacteria
UP000198873	Streptomyces harbinensis	1176198	5234	Bacteria
UP000198881	Micrococcus terreus	574650	2759	Bacteria
UP000198885	Tranquillimonas rosea	641238	4061	Bacteria
UP000198891	Herbiconiux ginsengi	381665	4507	Bacteria
UP000198893	Salinihabitans flavidus	569882	3934	Bacteria
UP000198901	Siphonobacter aquaeclarae	563176	4964	Bacteria
UP000198906	Micromonospora inyonensis	47866	5702	Bacteria
UP000198915	Brevibacillus centrosporus	54910	5729	Bacteria
UP000198925	Belnapia rosea	938405	5712	Bacteria
UP000198926	Yoonia litorea	1123755	3293	Bacteria
UP000198931	Halpernia frigidisoli	1125876	2760	Bacteria
UP000198935	Evansella caseinilytica	1503961	5197	Bacteria
UP000198937	Micromonospora yangpuensis	683228	5740	Bacteria
UP000198948	Isobaculum melis	142588	2700	Bacteria
UP000198953	Nonomuraea pusilla	46177	8486	Bacteria
UP000198963	Winogradskyella sediminis	1382466	3162	Bacteria
UP000198964	Sunxiuqinia elliptica	655355	4090	Bacteria
UP000198972	Fontibacillus panacisegetis	670482	4786	Bacteria
UP000198977	Sulfitobacter brevis	74348	4154	Bacteria
UP000198994	Salipiger thiooxidans	282683	5563	Bacteria
UP000198999	Hyunsoonleella jejuensis	419940	2939	Bacteria
UP000199006	Halanaerobium salsuginis	29563	2783	Bacteria
UP000199009	Microbacterium pygmaeum	370764	3412	Bacteria
UP000199012	Cellulomonas marina	988821	3460	Bacteria
UP000199015	Quadrisphaera sp. DSM 44207	1881057	2934	Bacteria
UP000199017	Alteribacillus bidgolensis	930129	4578	Bacteria
UP000199019	Pedococcus cremeus	587636	4010	Bacteria
UP000199021	Neolewinella agarilytica	478744	4889	Bacteria
UP000199024	Granulicella pectinivorans	474950	4259	Bacteria
UP000199031	Parafilimonas terrae	1465490	4249	Bacteria
UP000199034	Nocardioides lianchengensis	1045774	5063	Bacteria
UP000199039	Sanguibacter gelidistatuariae	1814289	3525	Bacteria
UP000199040	Halomonas xianhensis	442341	4043	Bacteria
UP000199041	Arachidicoccus rhizosphaerae	551991	3837	Bacteria
UP000199058	Marinospirillum celere	1122252	2818	Bacteria
UP000199063	Streptomyces wuyuanensis	1196353	7164	Bacteria
UP000199065	Corynebacterium spheniscorum	185761	2153	Bacteria
UP000199068	Romboutsia lituseburensis DSM 797	1121325	3588	Bacteria
UP000199072	Mucilaginibacter pineti	1391627	6283	Bacteria
UP000199073	Desulforhopalus singaporensis	91360	4348	Bacteria
UP000199081	Alkalibacterium pelagium	426702	2418	Bacteria
UP000199086	Raineyella antarctica	1577474	3410	Bacteria
UP000199087	Neobacillus massiliamazoniensis	1499688	5269	Bacteria
UP000199092	Friedmanniella luteola	546871	4260	Bacteria
UP000199093	Salipiger marinus	555512	5375	Bacteria
UP000199094	bacterium A37T11	1855384	4337	Bacteria
UP000199103	Microlunatus soli	630515	6014	Bacteria
UP000199109	Pricia antarctica	641691	4172	Bacteria
UP000199113	Nocardioides alpinus	748909	4347	Bacteria
UP000199118	Albimonas donghaensis	356660	4253	Bacteria
UP000199136	Desemzia incerta	82801	2143	Bacteria
UP000199138	Pustulibacterium marinum	1224947	3719	Bacteria
UP000199144	Shimia aestuarii	254406	4052	Bacteria
UP000199152	Geodermatophilus ruber	504800	4702	Bacteria
UP000199153	Salegentibacter flavus	287099	3319	Bacteria
UP000199159	Litchfieldia salsa	930152	4559	Bacteria
UP000199163	Alteribacillus persepolensis	568899	3572	Bacteria
UP000199180	Paracoccus homiensis	364199	3828	Bacteria
UP000199182	Acetanaerobacterium elongatum	258515	2758	Bacteria
UP000199183	Microbacterium humi	640635	3206	Bacteria
UP000199202	Nonomuraea jiangxiensis	633440	10809	Bacteria
UP000199207	Streptomyces aidingensis	910347	5601	Bacteria
UP000199213	Actinopolyspora mzabensis	995066	4438	Bacteria
UP000199220	Ruania alba	648782	4192	Bacteria
UP000199226	Daejeonella rubra	990371	3697	Bacteria
UP000199227	Hydrogenimonas thermophila	223786	2512	Bacteria
UP000199228	Eubacterium oxidoreducens	1732	2618	Bacteria
UP000199229	Methylobacterium gossipiicola	582675	4215	Bacteria
UP000199230	Tindallia californiensis	159292	2832	Bacteria
UP000199233	Solimonas aquatica	489703	3891	Bacteria
UP000199236	Cohaesibacter marisflavi	655353	4794	Bacteria
UP000199239	Sulfitobacter marinus	394264	3434	Bacteria
UP000199258	Arthrobacter subterraneus	335973	3624	Bacteria
UP000199263	Clostridium uliginosum	119641	3511	Bacteria
UP000199286	Citreimonas salinaria	321339	4109	Bacteria
UP000199296	Psychroflexus sediminis	470826	2655	Bacteria
UP000199297	Colwellia chukchiensis	641665	3563	Bacteria
UP000199300	Amphibacillus marinus	872970	3270	Bacteria
UP000199302	Poseidonocella sedimentorum	871652	3242	Bacteria
UP000199306	Pseudarcicella hirudinis	1079859	4993	Bacteria
UP000199308	Thalassotalea agarivorans (Thalassomonas agarivorans)	349064	2994	Bacteria
UP000199309	Megasphaera paucivorans	349095	2723	Bacteria
UP000199312	Lutibacter maritimus	593133	3053	Bacteria
UP000199315	Anaerobium acetethylicum	1619234	4003	Bacteria
UP000199318	Salisediminibacterium haloalkalitolerans	1464123	2769	Bacteria
UP000199321	Ulvibacter litoralis	227084	3476	Bacteria
UP000199322	Geotoga petraea	28234	2070	Bacteria
UP000199328	Meinhardsimonia xiamenensis	990712	3011	Bacteria
UP000199334	Tenuibacillus multivorans	237069	3018	Bacteria
UP000199340	Lutimaribacter saemankumensis	490829	3753	Bacteria
UP000199344	Paracoccus isoporae	591205	3345	Bacteria
UP000199350	Corynebacterium mycetoides	38302	2008	Bacteria
UP000199354	Flavobacterium caeni	490189	3216	Bacteria
UP000199355	Desulfovibrio legallii	571438	2277	Bacteria
UP000199356	Tranquillimonas alkanivorans	441119	4454	Bacteria
UP000199361	Nonomuraea wenchangensis	568860	9568	Bacteria
UP000199376	Fructobacillus durionis	283737	1250	Bacteria
UP000199377	Albimonas pacifica	1114924	5319	Bacteria
UP000199379	Cribrihabitans marinus	1227549	4013	Bacteria
UP000199382	Aliiruegeria lutimaris	571298	5650	Bacteria
UP000199385	Micromonospora auratinigra	261654	6076	Bacteria
UP000199387	Melghirimyces thermohalophilus	1236220	3229	Bacteria
UP000199391	Pseudoduganella namucuonensis	1035707	7034	Bacteria
UP000199394	Eubacterium aggregans	81409	2753	Bacteria
UP000199397	Thiothrix caldifontis	525918	3757	Bacteria
UP000199408	Micromonospora halophytica	47864	5534	Bacteria
UP000199409	Desulfuromusa kysingii	37625	3339	Bacteria
UP000199413	Micromonospora rhizosphaerae	568872	6395	Bacteria
UP000199415	Limimonas halophila	1082479	2820	Bacteria
UP000199420	Frateuria terrea	529704	3427	Bacteria
UP000199423	Hyphomicrobium facile	51670	4102	Bacteria
UP000199427	Piscibacillus halophilus	571933	3140	Bacteria
UP000199437	Roseivirga pacifica	1267423	4016	Bacteria
UP000199439	Algibacter pectinivorans	870482	3126	Bacteria
UP000199440	Kriegella aquimaris	192904	4956	Bacteria
UP000199444	Virgibacillus salinus	553311	3649	Bacteria
UP000199445	Marinobacter persicus	930118	2913	Bacteria
UP000199448	Salinimicrobium catena	390640	2965	Bacteria
UP000199452	Williamwhitmania taraxaci	1640674	3616	Bacteria
UP000199473	Falsiroseomonas stagni DSM 19981	1123062	5902	Bacteria
UP000199475	Tessaracoccus oleiagri	686624	2895	Bacteria
UP000199476	Halarsenatibacter silvermanii	321763	2587	Bacteria
UP000199478	Yoonia tamlensis	390270	3187	Bacteria
UP000199488	Marinococcus luteus	1122204	2897	Bacteria
UP000199494	Prauserella marina	530584	6551	Bacteria
UP000199495	Pelagibacterium luteolum	440168	4253	Bacteria
UP000199496	Ectothiorhodospira magna	867345	2463	Bacteria
UP000199501	Actinokineospora iranica	1271860	6124	Bacteria
UP000199502	Paracoccus tibetensis	336292	3733	Bacteria
UP000199512	Peptostreptococcus russellii	215200	1869	Bacteria
UP000199513	Thermoflexibacter ruber	1003	4522	Bacteria
UP000199514	Flexibacter flexilis DSM 6793	927664	3664	Bacteria
UP000199515	Amycolatopsis xylanica	589385	8491	Bacteria
UP000199516	Alteribacillus iranensis	930128	3218	Bacteria
UP000199518	Planctomicrobium piriforme	1576369	5057	Bacteria
UP000199524	Pseudomonas asplenii	53407	5596	Bacteria
UP000199531	Brachymonas denitrificans DSM 15123	1121117	2470	Bacteria
UP000199532	Dyadobacter koreensis	408657	5986	Bacteria
UP000199534	Robiginitalea myxolifaciens	400055	2844	Bacteria
UP000199537	Thermoflavifilum thermophilum	1393122	2347	Bacteria
UP000199548	Paraburkholderia megapolitana	420953	6692	Bacteria
UP000199556	Ectothiorhodospira mobilis	195064	2413	Bacteria
UP000199559	Olleya namhaensis	1144750	3170	Bacteria
UP000199568	Natronincola peptidivorans	426128	3528	Bacteria
UP000199569	Microvirga guangxiensis	549386	4496	Bacteria
UP000199577	Parapedobacter composti	623281	3985	Bacteria
