Name	Strain	Temp	Source_ID
Synechococcus sp.	MW10#1	15 C	NIES-1341
Synechococcus sp.	MW15#2	15 C	NIES-1342
Synechococcus sp.	MW72C6	15 C	NIES-1343
Synechococcus sp.	MW73B4	15 C	NIES-1344
Synechococcus sp.	MW76B2	15 C	NIES-1345
Synechococcus sp.	MW77D1	15 C	NIES-1346
Synechococcus sp.	MH301	15 C	NIES-1347
Synechococcus sp.	MH305	15 C	NIES-1348
Achnanthes kuwaitensis		20 C	NIES-1349
Achnanthidium minutissimum		20 C	NIES-1350
Sellaphora seminulum		20 C	NIES-1353
Microcystis aeruginosa	TAC 64-1	18 C	NIES-1354
Microcystis aeruginosa	TAC 78-1	18 C	NIES-1355
Microcystis aeruginosa	TAC 158-1	18 C	NIES-1356
Chlorogonium elongatum	Chlogo-1/1998-3-7	20 C	NIES-1357
Chlorogonium elongatum	SkCl-2	20 C	NIES-1358
Gungnir kasakii	SkCl-5	20 C	NIES-1359
Gungnir kasakii	KhCl-3	20 C	NIES-1360
Pleodorina starrii	2000-602-P11	20 C	NIES-1361
Pleodorina starrii	2000-602-P14	20 C	NIES-1362
Pleodorina starrii	2000-602-P15	20 C	NIES-1363
Pleodorina starrii	2001-608-P17	20 C	NIES-1364
Pleodorina starrii	2001-608-P21	20 C	NIES-1365
Pleodorina starrii	2001-608-P26	20 C	NIES-1366
Adenoides eludens		20 C	NIES-1367
Amphidinium operculatum		20 C	NIES-1368
Glaucocystis oocystiformis	TKB-066 (AK-08)	20 C	NIES-1369
Chroomonas mesostigmatica	TKB-112 (AK-13)	20 C	NIES-1370
Goniomonas amphinema	TKB-022 (NY0129)	15 C	NIES-1371
Goniomonas pacifica	TKB-003 (ym-03)	20 C	NIES-1372
Goniomonas truncata	TKB-015 (NY0120)	15 C	NIES-1373
Goniomonas sp.	TKB-024 (NY0135)	20 C	NIES-1374
Proteomonas sp.	TKB-122 (AK-15)	20 C	NIES-1375
Mallomonas sp.	TKB-089 (nrc065)	20 C	NIES-1376
Paraphysomonas vestita	TKB-136 (NY0155)	20 C	NIES-1377
Spumella sp.	TKB-010 (NY0108)	20 C	NIES-1846
Fibrocapsa sp.	TKB-067 (AK-09)	20 C	NIES-1378
Olisthodiscus luteus	TKB-097 (nrc)	20 C	NIES-1379
Gonyostomum semen	TKB-132 (nak26)	20 C	NIES-1380
Pseudopedinella pyriformis	TKB-191 (nak80)	20 C	NIES-1381
Rhizochromulina sp.	TKB-042 (nrc029)	20 C	NIES-1382
Pseudo-nitzschia sp.	TKB-101 (ym-09)	15 C	NIES-1383
Ophiocytium capitatum	TKB-125 (nak19)	20 C	NIES-1384
Ophiocytium parvulum	TKB-126 (nak20)	20 C	NIES-1385
Unidentified pelagophyte	TKB-085 (nrc061)	20 C	NIES-1386
Unidentified pelagophyte	TKB-102 (ym-10)	20 C	NIES-1387
Developayella elegans	TKB-017 (NY0124)	20 C	NIES-1388
Unidentified yellow	TKB-092 (nrc068)	20 (20) C	NIES-1389
Tsukubamonas globosa	TKB-055 (NY0136)	20 C	NIES-1390
Chrysochromulina sp.	TKB-210 (ym-12)	20 C	NIES-1391
Chrysochromulina simplex	TKB-129 (nak23)	20 C	NIES-1392
Prymnesium neolepis	TKB-005 (ym-05)	20 C	NIES-1393
Dicrateria rotunda	TKB-128 (nak22)	20 C	NIES-1394
Ochrosphaera neapolitana	TKB-103 (ym-11)	15 C	NIES-1395
Phaeocystis globosa	TKB-032 (AK-03)	20 C	NIES-1396
Prymnesium sp.	TKB-084 (nrc060)	20 C	NIES-1397
Pavlova pinguis	TKB-068 (AK-10)	20 C	NIES-1398
Pavlova sp.	TKB-069 (AK-11)	20 C	NIES-1399
Pavlova sp.	TKB-070 (AK-12)	20 C	NIES-1400
Pavlova sp.	TKB-093 (nrc)	20 C	NIES-1401
Heterocapsa sp.	TKB-060 (AK-04)	20 C	NIES-1403
Peridinium pseudolaeve	TKB-048 (nak-03)	15 C	NIES-1405
Prorocentrum micans	TKB-138 (TC01)	20 C	NIES-1406
Cryptoglena pigra	TKB-137 (NY0156)	20 C	NIES-1407
Chlorarachnion sp.	TKB-002 (ym-02)	20 C	NIES-1408
Mantoniella squamata	TKB-190 (nak79)	20 C	NIES-1409
Marsupiomonas sp.	TKB-040 (nrc001-014)	20 C	NIES-1410
Micromonas pusilla	TKB-189 (nak78)	20 C	NIES-1411
Micromonas pusilla	TKB-214 (nak100)	20 C	NIES-1412
Micromonas pusilla	TKB-215 (nak101)	20 C	NIES-1413
Nephroselmis sp.	TKB-076 (nrc055)	20 C	NIES-1414
Nephroselmis astigmatica	TKB-075 (nrc054)	20 C	NIES-1415
Nephroselmis pyriformis	TKB-187 (nak76)	20 C	NIES-1416
Nephroselmis sp.	TKB-041 (nrc015-028)	20 C	NIES-1417
Nephroselmis sp.	TKB-096 (nrc)	20 C	NIES-1418
Pseudoscourfieldia marina	TKB-144 (nak33)	20 C	NIES-1419
Pseudoscourfieldia marina	TKB-212 (nak99)	20 C	NIES-1420
Pyramimonas cordata	TKB-130 (nak24)	20 C	NIES-1421
Pyramimonas cordata	TKB-203 (nak92)	20 C	NIES-1422
Pyramimonas cordata	TKB-218 (nak104)	20 C	NIES-1423
Pyramimonas grossii	TKB-141 (nak30)	20 C	NIES-1424
Pyramimonas grossii	TKB-202 (nak91)	20 C	NIES-1425
Pyramimonas sp.	TKB-086 (nrc062)	20 C	NIES-1426
Pyramimonas sp.	TKB-143 (nak32)	20 C	NIES-1427
Tetraselmis sp.	TKB-083 (nrc059)	20 C	NIES-1429
Tetraselmis levis	TKB-121 (AK-14)	20 C	NIES-1430
Tetraselmis sp.	TKB-091 (nrc067)	20 C	NIES-1431
Tetraselmis sp.	TKB-043 (nrc030-035)	20 C	NIES-1432
Tetraselmis sp.	TKB-073 (nrc052*)	20 C	NIES-1433
Tetraselmis sp.	TKB-095 (nrc)	20 C	NIES-1434
Unidentified coccoid	TKB-025 (YY-01)	20 C	NIES-1435
Choricystis minor	TKB-052 (nak-07)	20 C	NIES-1436
Basichlamys sacculifera	TKB-051 (nak-06)	20 C	NIES-1437
Bicosoeca sp.	TKB-211 (NY0158)	20 C	NIES-1438
Bodo saltans	TKB-013 (NY0117)	15 C	NIES-1439
Hexamita sp.	TKB-057 (NY0140)	15 C	NIES-1440
Percolomonas sp.	TKB-016 (NY0123)	15 C	NIES-1441
Salpingoeca infusionum	TKB-117 (nak13)	15 C	NIES-1442
Thaumatomastix sp.	TKB-023 (NY0134)	20 C	NIES-1443
Trepomonas sp.	TKB-058 (NY0141)	15 C	NIES-1444
Rubratella sp.	TKB-100 (ym-08)	15 C	NIES-1445
Dolichospermum affine	TAC 439	20 C	NIES-1639
Dolichospermum affine	TAC 440	20 C	NIES-1640
Dolichospermum affine	TAC 442	20 C	NIES-1641
Dolichospermum affine	TAC 454	20 C	NIES-1642
Sphaerospermopsis aphanizomenoides	TAC 456	20 C	NIES-1643
Sphaerospermopsis aphanizomenoides	TAC 457	20 C	NIES-1644
Dolichospermum circinale	TAC 482	20 C	NIES-1645
Dolichospermum circinale	TAC 496	20 C	NIES-1646
Dolichospermum circinale	TAC 497	20 C	NIES-1647
Dolichospermum circinale	TAC 498	20 C	NIES-1648
Dolichospermum circinale	TAC 499	20 C	NIES-1649
Dolichospermum circinale	TAC 501	20 C	NIES-1650
Dolichospermum circinale	TAC 500	20 C	NIES-1651
Dolichospermum crassum	TAC 436	20 C	NIES-1652
Dolichospermum crassum	TAC 443	20 C	NIES-1653
Dolichospermum crassum	TAC 444	20 C	NIES-1654
Dolichospermum crassum	TAC 468	20 C	NIES-1655
Dolichospermum crassum	TAC 473	20 C	NIES-1656
Dolichospermum crassum	TAC 474	20 C	NIES-1657
Dolichospermum crassum	TAC 485	20 C	NIES-1658
Dolichospermum crassum	TAC 486	20 C	NIES-1659
Dolichospermum crassum	TAC 487	20 C	NIES-1660
Dolichospermum crassum	TAC 488	20 C	NIES-1661
Dolichospermum crassum	TAC 490	20 C	NIES-1662
Dolichospermum crassum	TAC 492	20 C	NIES-1663
Dolichospermum crassum	TAC 493	20 C	NIES-1664
Dolichospermum crassum	TAC 494	20 C	NIES-1665
Dolichospermum crassum	TAC 495	20 C	NIES-1666
Dolichospermum danicum	TAC 453	20 C	NIES-1667
Dolichospermum flos-aquae	TAC 99	20 C	NIES-1668
Dolichospermum flos-aquae	TAC 100	20 C	NIES-1669
Dolichospermum flos-aquae	TAC 430	20 C	NIES-1670
Dolichospermum flos-aquae	TAC 445	20 C	NIES-1671
Dolichospermum flos-aquae	TAC 446	20 C	NIES-1672
Dolichospermum lemmermannii	TAC 438	20 C	NIES-1673
Dolichospermum lemmermannii	TAC 475	20 C	NIES-1674
Dolichospermum lemmermannii	TAC 476	20 C	NIES-1675
Dolichospermum lemmermannii	TAC 483	20 C	NIES-1676
Dolichospermum mucosum	TAC 425	20 C	NIES-1677
Sphaerospermopsis oumiana	TAC 464	20 C	NIES-1678
Sphaerospermopsis oumiana	TAC 466	20 C	NIES-1679
Dolichospermum planctonicum	TAC 423	20 C	NIES-1680
Dolichospermum planctonicum	TAC 465	20 C	NIES-1681
Dolichospermum planctonicum	TAC 471	20 C	NIES-1682
Dolichospermum planctonicum	TAC 472	20 C	NIES-1683
Dolichospermum pseudocompactum	TAC 477	20 C	NIES-1684
Sphaerospermopsis reniformis	TAC 458	20 C	NIES-1685
Sphaerospermopsis reniformis	TAC 459	20 C	NIES-1686
Sphaerospermopsis reniformis	TAC 460	20 C	NIES-1687
Sphaerospermopsis reniformis	TAC 461	20 C	NIES-1688
Sphaerospermopsis reniformis	TAC 462	20 C	NIES-1689
Sphaerospermopsis reniformis	TAC 478	20 C	NIES-1690
Sphaerospermopsis reniformis	TAC 479	20 C	NIES-1691
Sphaerospermopsis reniformis	TAC 480	20 C	NIES-1692
Sphaerospermopsis reniformis	TAC 481	20 C	NIES-1693
Sphaerospermopsis reniformis	TAC 484	20 C	NIES-1694
Dolichospermum smithii	TAC 451	20 C	NIES-1695
Dolichospermum ucrainicum	TAC 455	20 C	NIES-1696
Dolichospermum sp.	TAC 447	20 C	NIES-1697
Anabaenopsis sp.	TAC 427	20 C	NIES-1698
Trebouxia corticola	AYO5357A	20 (25) C	NIES-1446
Trebouxia corticola	AYO5357B	20 (25) C	NIES-1447
Trebouxia corticola	AYO5357C	20 (25) C	NIES-1448
Trebouxia corticola	AYO5361A	20 (25) C	NIES-1449
Trebouxia corticola	AYO5361B	20 (25) C	NIES-1450
Trebouxia corticola	AYO5372	20 (25) C	NIES-1451
Trebouxia corticola	AYO5375A	20 (25) C	NIES-1452
Trebouxia corticola	AYO5375B	20 (25) C	NIES-1453
Trebouxia corticola	AYO5376	20 (25) C	NIES-1454
Trebouxia corticola	AYO5380	20 (25) C	NIES-1455
Chrysophaeum taylorii	SEK-105	20 C	NIES-1699
Chrysophaeum taylorii	SEK-109	20 C	NIES-1700
Batrachospermum atrum	BF1	20 C	NIES-1456
Batrachospermum helminthosum	BF3	20 C	NIES-1457
Batrachospermum virgato-decaisneanum	BF2	20 C	NIES-1458
Compsopogon coeruleus	HNC2	20 C	NIES-1461
Compsopogon coeruleus	KWC12	20 C	NIES-1462
Compsopogonopsis japonica	ISI-1	20 C	NIES-1463
Nemalionopsis tortuosa	1	15 C	NIES-1464
Nemalionopsis tortuosa	OOK-1	20 C	NIES-1466
Nemalionopsis tortuosa	KS2	20 C	NIES-1467
Nemalionopsis tortuosa	KS5	20 C	NIES-1468
Nemalionopsis tortuosa	KS6	20 C	NIES-1469
Nemalionopsis tortuosa	3	15 C	NIES-1470
Thorea gaudichaudii	IK1	20 C	NIES-1473
Thorea gaudichaudii	NUG-1	20 C	NIES-1474
Thorea gaudichaudii	NUG-4	20 C	NIES-1475
Thorea gaudichaudii	NUG-5	20 C	NIES-1476
Thorea gaudichaudii	NUG-2	20 C	NIES-1477
Thorea gaudichaudii	NUG-3	20 C	NIES-1478
Thorea gaudichaudii	UJU-1	20 C	NIES-1479
Thorea gaudichaudii	UJU-2	20 C	NIES-1480
Thorea gaudichaudii	UJU-3	20 C	NIES-1481
Thorea gaudichaudii	UJU-4	20 C	NIES-1482
Thorea okadae	NAK-13	15 C	NIES-1484
Thorea okadae	NAK-21	15 C	NIES-1485
Thorea okadae	NAK-23	15 C	NIES-1486
Thorea okadae	NAK-6	15 C	NIES-1487
Thorea okadae	NAK-7	15 C	NIES-1488
Thorea okadae	NAK-31	15 C	NIES-1489
Thorea okadae	KIK-1	15 C	NIES-1490
Thorea okadae	KIK-33	15 C	NIES-1491
Thorea okadae	KIK-41	15 C	NIES-1492
Thorea okadae	YAH-6	15 C	NIES-1494
Thorea okadae	KIK-25	15 C	NIES-1495
Thorea okadae	YAH-1	15 C	NIES-1496
Thorea okadae	YAH-2	15 C	NIES-1497
Thorea okadae	KIK-35	15 C	NIES-1498
Thorea okadae	YAH-3	15 C	NIES-1499
Thorea okadae	YAH-4	15 C	NIES-1500
Thorea okadae	KIK-21	15 C	NIES-1501
Thorea okadae	KIK-53	15 C	NIES-1503
Thorea okadae	KIK-54	15 C	NIES-1504
Thorea okadae	KIK-57	15 C	NIES-1505
Thorea okadae	KIK-58	15 C	NIES-1506
Thorea okadae	KIK-68	15 C	NIES-1508
Thorea okadae	KIK-69	15 C	NIES-1509
Thorea okadae	KIK-70	15 C	NIES-1510
Thorea okadae	KIK-71	15 C	NIES-1511
Thorea okadae	KIK-72	15 C	NIES-1512
Thorea okadae	KIK-73	15 C	NIES-1513
Thorea okadae	KIK-74	15 C	NIES-1514
Thorea okadae	KIK-75	15 C	NIES-1515
Thorea okadae	KIK-77	15 C	NIES-1517
Thorea okadae	KIK-78	15 C	NIES-1518
Thorea okadae	KIK-79	15 C	NIES-1519
Thorea okadae	KIK-80	15 C	NIES-1520
Thorea okadae	KIK-81	15 C	NIES-1521
Thorea okadae	KIK-82	15 C	NIES-1522
Thorea okadae	KIK-83	15 C	NIES-1523
Thorea okadae	KIK-84	15 C	NIES-1524
Thorea okadae	k2	20 C	NIES-1528
Thorea okadae	k9	20 C	NIES-1529
Thorea okadae	k10	20 C	NIES-1530
Thorea okadae	k14	20 C	NIES-1531
Thorea okadae	k22	20 C	NIES-1532
Thorea okadae	NAK-32	15 C	NIES-1533
Thorea okadae	oh8	20 C	NIES-1534
Thorea okadae	oh13	20 C	NIES-1535
Thorea okadae	s2	20 C	NIES-1536
Thorea okadae	s6	20 C	NIES-1537
Thorea okadae	s7	20 C	NIES-1538
Thorea okadae	s11	20 C	NIES-1539
Thorea okadae	s12	20 C	NIES-1540
Thorea okadae	s13	20 C	NIES-1541
Thorea okadae	s14	20 C	NIES-1542
Thorea okadae	ch2	20 C	NIES-1544
Thorea okadae	yg1	20 C	NIES-1545
Thorea okadae	yg9	20 C	NIES-1546
Thorea okadae	YBE-3	15 C	NIES-1547
Thorea okadae	KIK-59	15 C	NIES-1550
Thorea okadae	KIK-60	15 C	NIES-1551
Thorea okadae	KIK-61	15 C	NIES-1552
Thorea okadae	AM2	20 C	NIES-1554
Thorea okadae	k5	20 C	NIES-1555
Thorea okadae	k8	20 C	NIES-1556
Thorea okadae	k12	20 C	NIES-1558
Thorea okadae	k18	20 C	NIES-1559
Thorea okadae	k20	20 C	NIES-1560
Thorea okadae	k23	15 C	NIES-1561
Thorea okadae	k25	20 C	NIES-1562
Thorea okadae	oh6	20 C	NIES-1563
Thorea okadae	oh7	20 C	NIES-1564
Thorea okadae	oh23	20 C	NIES-1565
Thorea okadae	s5	20 C	NIES-1566
Thorea okadae	ch13	20 C	NIES-1568
Thorea okadae	ch15	20 C	NIES-1569
Thorea okadae	ch21	20 C	NIES-1570
Thorea okadae	yg4	20 C	NIES-1571
Thorea hispida	KAW-1	15 C	NIES-1572
Thorea hispida	sg1	20 C	NIES-1573
Thorea hispida	KAW-3	15 C	NIES-1574
Thorea hispida	KAW-4	15 C	NIES-1575
Thorea hispida	kwu2	20 C	NIES-1577
Thorea hispida	kwu3	20 C	NIES-1578
Thorea hispida	kwd3	20 C	NIES-1579
Thorea hispida	kwu4	20 C	NIES-1580
Thorea hispida	kwd4	20 C	NIES-1582
Thorea hispida	kwd7	20 C	NIES-1583
Thorea hispida	sg3	20 C	NIES-1584
Chara australis	CH-25	22 C	NIES-1585
Chara braunii	CH-6	20 C	NIES-1586
Chara braunii	CH-70	20 C	NIES-1587
Chara braunii	CH-72	20 C	NIES-1588
Chara braunii	CH-75	20 C	NIES-1589
Chara braunii	CH-82	20 C	NIES-1590
Chara braunii	CH-88	20 C	NIES-1591
Chara braunii	CH-98	20 C	NIES-1594
Chara globularis	CH-35	17 C	NIES-1597
Chara zeylanica	CH-55	25 C	NIES-1601
Chara sp.	CH-19	22 C	NIES-1602
Chara sp.	CH-20	22 C	NIES-1603
Chara braunii	CH-33	20 C	NIES-1604
Chara sp.	CH-39	22 C	NIES-1605
Lamprothamnium succinctum	CH-100	20 C	NIES-1606
Nitella axilliformis	CH-27	22 C	NIES-1608
Nitella flexilis	CH-62: S069	20 C	NIES-1611
Nitella furcata	CH-23	20 C	NIES-1614
Nitella moriokae	CH-68	20 C	NIES-1616
Nitella furcata	CH-95	20 C	NIES-1617
Nitella gracilens	CH-26	20 C	NIES-1619
Nitella gracilens	CH-34	20 C	NIES-1620
Nitella gracilens	CH-76	20 C	NIES-1621
Nitella gracilens	CH-77	20 C	NIES-1622
Nitella hyalina	CH-29	20 C	NIES-1623
Nitella japonica	CH-63	22 C	NIES-1624
Nitella megaspora	CH-114; S073	20 C	NIES-1628
Nitella mirabilis	CH-107; S134	20 C	NIES-1629
Nitella moriokae	CH-48; S133	20 C	NIES-1632
Nitella moriokae	CH-61; S105	20 C	NIES-1633
Nitella pulchella	CH-112; S051	20 C	NIES-1634
Nitella sp.	CH-46	20 C	NIES-1635
Nitellopsis obtusa	CH-1	20 C	NIES-1637
Nitellopsis obtusa	CH-56	20 C	NIES-1638
Protodesmus globulifer	HP1-13-26	20 (25) C	NIES-1703
Dolichospermum planctonicum	yama-2	20 C	NIES-1723
Dolichospermum smithii	yama-1	20 C	NIES-1724
Anabaenopsis sp.	Anabaenopsis (Ueno)	20 C	NIES-1725
Aphanizomenon flos-aquae	Aph E	20 C	NIES-1726
Aphanizomenon flos-aquae	Aph Gm 	20 C	NIES-1727
Aphanizomenon flos-aquae	Aph Inba	20 C	NIES-1728
Raphidiopsis sp.	Rap J1	20 C	NIES-1729
Dolichospermum circinale	Ana V-3	20 C	NIES-3153
Dolichospermum flos-aquae	Ana V-1	20 C	NIES-3154
Rhodomonas sp.		20 C	NIES-1730
Chlamydomonas sp.	M-77	20 C	NIES-1733
Nitella comptonii	S091	20 C	NIES-1704
Nitella comptonii	S137	20 C	NIES-1705
Nitella comptonii	S138	20 C	NIES-1706
Gonium multicoccum	Asa.Goni.6	23 C	NIES-1707
Gonium multicoccum	Asa.Goni.84	23 C	NIES-1708
Gonium multicoccum	AsCl-1	23 C	NIES-1709
Gonium pectorale	Kaneko3	23 C	NIES-1710
Gonium pectorale	Kaneko4	23 C	NIES-1711
Gonium pectorale	Kita.Goni.1	23 C	NIES-1712
Gonium pectorale	Kita.Goni.3	23 C	NIES-1713
Hafniomonas conica	NgCl-3	23 C	NIES-1714
Hafniomonas reticulata	MkCl-10	23 C	NIES-1715
Hafniomonas reticulata	EbCl-11	23 C	NIES-1716
Hafniomonas reticulata	KhCl-1	23 C	NIES-1717
Hafniomonas reticulata	KgCl-4-5	23 C	NIES-1718
Hafniomonas turbinea	NrCl-4	23 C	NIES-1719
Hafniomonas turbinea	NrCl-5	23 C	NIES-1720
Hafniomonas turbinea	NrCl-8	23 C	NIES-1721
Hemiflagellochloris kazakhstanica	BAKg15	20 (25) C	NIES-1722
Porphyridium sp.	TKB-255	20 C	NIES-1807
Gonyostomum latum	TKB-254	20 C	NIES-1808
Merotricha bacillata	TKB-253	20 C	NIES-1809
Pseudopedinella pyriformis	TKB-221	20 C	NIES-1810
Calyptrosphaera sphaeroidea	TKB-252	20 C	NIES-1811
Prymnesium parvum	TKB-251	20 C	NIES-1812
Chrysotila haptonemofera	TKB-230	20 C	NIES-1813
Pleurochrysis sp.	TKB-231	20 C	NIES-1814
Pavlova sp.	TKB-241	20 C	NIES-1815
Pavlova sp.	TKB-242	20 C	NIES-1816
Nephroselmis pyriformis	TKB-247	20 C	NIES-1817
Nephroselmis sp.	TKB-244	20 C	NIES-1818
Pyramimonas disomata	TKB-226	20 C	NIES-1819
Pyramimonas grossii	TKB-248	20 C	NIES-1820
Pyramimonas propulsa	TKB-223	20 C	NIES-1821
Pyramimonas propulsa	TKB-246	20 C	NIES-1822
Pyramimonas propulsa	TKB-250	20 C	NIES-1823
Marsupiomonas sp.	TKB-243	20 C	NIES-1824
Oltmannsiellopsis viridis	TKB-249	20 C	NIES-1825
Epipyxis glabra	TKB-124	20 C	NIES-1826
Lagynion subglobosum	TKB-133	20 C	NIES-1827
Ochromonas sp.	TKB-152	20 C	NIES-1828
Fibrocapsa japonica	TKB-301	20 C	NIES-1829
Olisthodiscus luteus	TKB-262	20 C	NIES-1831
Akashiwo sanguinea	TKB-263	20 C	NIES-1832
Coolia monotis	TKB-260	20 C	NIES-1833
Gymnodinium catenatum	TKB-264	20 C	NIES-1834
Micromonas sp.	TKB-322	20 C	NIES-1835
Tetraselmis verrucosa	TKB-276	20 C	NIES-1836
Blidingia minima	TKB-271	20 C	NIES-1837
Halochlorococcum sp.	TKB-269	20 C	NIES-1838
Halochlorococcum sp.	TKB-270	20 C	NIES-1839
Choricystis sp.	TKB-198	20 C	NIES-1840
Hafniomonas sp.	TKB-275	20 C	NIES-1841
Dysnectes brevis	TKB-272	15 C	NIES-1843
Nemalionopsis tortuosa	AMN1	20 C	NIES-1735
Nemalionopsis tortuosa	AMN2	20 C	NIES-1736
Nemalionopsis tortuosa	AMN3	20 C	NIES-1737
Nemalionopsis tortuosa	AMN4	20 C	NIES-1738
Nemalionopsis tortuosa	OKC1	20 C	NIES-1739
Nemalionopsis tortuosa	OKC2	20 C	NIES-1740
Nemalionopsis tortuosa	OKC3	20 C	NIES-1741
Nemalionopsis tortuosa	OKC5	20 C	NIES-1743
Nemalionopsis tortuosa	OKC6	20 C	NIES-1744
Nemalionopsis tortuosa	OKC7	20 C	NIES-1745
Nemalionopsis tortuosa	OKC8	20 C	NIES-1746
Nemalionopsis tortuosa	OKC9	20 C	NIES-1747
Nemalionopsis tortuosa	OKC10	20 C	NIES-1748
Nemalionopsis tortuosa	OKC11	20 C	NIES-1749
Nemalionopsis tortuosa	OKC12	20 C	NIES-1750
Thorea gaudichaudii	03nj2-1	20 C	NIES-1751
Thorea gaudichaudii	03nj221	20 C	NIES-1752
Thorea gaudichaudii	03nj6	20 C	NIES-1753
Thorea gaudichaudii	03nj811	20 C	NIES-1754
Thorea gaudichaudii	03nj91	20 C	NIES-1755
Thorea gaudichaudii	03nj10	20 C	NIES-1756
Thorea gaudichaudii	03KC2	20 C	NIES-1757
Thorea gaudichaudii	03KC3	20 C	NIES-1758
Thorea gaudichaudii	03KC4	20 C	NIES-1759
Thorea gaudichaudii	03si3	20 C	NIES-1761
Thorea gaudichaudii	03si51	20 C	NIES-1762
Thorea gaudichaudii	03si11	20 C	NIES-1763
Thorea gaudichaudii	03si12	20 C	NIES-1764
Thorea gaudichaudii	03si13	20 C	NIES-1765
Thorea gaudichaudii	03sii	20 C	NIES-1766
Thorea gaudichaudii	OB1	20 C	NIES-1767
Thorea gaudichaudii	OB2	20 C	NIES-1768
Thorea gaudichaudii	OB3	20 C	NIES-1769
Thorea gaudichaudii	YF2	20 C	NIES-1771
Thorea gaudichaudii	06KC1	20 C	NIES-1772
Thorea okadae	AM1	20 C	NIES-1773
Thorea okadae	IB1	20 C	NIES-1774
Thorea okadae	IB2	20 C	NIES-1775
Thorea okadae	IB3	20 C	NIES-1776
Thorea okadae	IB4	20 C	NIES-1777
Thorea okadae	IB5	20 C	NIES-1778
Thorea okadae	IB6	20 C	NIES-1779
Thorea okadae	IB7	20 C	NIES-1780
Thorea okadae	IB8	20 C	NIES-1781
Thorea okadae	IB9	20 C	NIES-1782
Thorea okadae	IB10	20 C	NIES-1783
Thorea okadae	IB11	20 C	NIES-1784
Thorea okadae	IB12	20 C	NIES-1785
Thorea okadae	IB13	20 C	NIES-1786
Thorea okadae	IB14	20 C	NIES-1787
Thorea okadae	IB15	20 C	NIES-1788
Thorea okadae	IB16	20 C	NIES-1789
Thorea okadae	IB17	20 C	NIES-1790
Thorea okadae	IB18	20 C	NIES-1791
Thorea okadae	IB19	20 C	NIES-1792
Thorea okadae	IB20	20 C	NIES-1793
Thorea okadae	IB21	20 C	NIES-1794
Thorea okadae	IB22	20 C	NIES-1795
Thorea okadae	IB23	20 C	NIES-1796
Thorea okadae	IB24	20 C	NIES-1797
Thorea okadae	IB25	20 C	NIES-1798
Thorea okadae	IB26	20 C	NIES-1799
Thorea okadae	IB27	20 C	NIES-1800
Thorea okadae	IB28	20 C	NIES-1801
Thorea okadae	IB29	20 C	NIES-1802
Thorea okadae	IB30	20 C	NIES-1803
Cyanidioschyzon merolae	MO	37 C	NIES-1804
Cyanidioschyzon merolae	M4	37 C	NIES-1805
Cyanidioschyzon merolae	HUT1-1	37 C	NIES-1806
Chlamydomonas perpusilla	SkCl-3	20 C	NIES-1848
Chlamydomonas perpusilla	SkCr-10	20 C	NIES-1849
Chlamydomonas pumilio	ArCp-7	20 C	NIES-1850
Pleodorina starrii	2005-701-F1-1	20 C	NIES-1852
Pleodorina starrii	2005-701-F1-3	20 C	NIES-1853
Pleodorina starrii	2005-701-F1-5	20 C	NIES-1854
Eudorina unicocca	990601-IE-5	20 C	NIES-1855
Eudorina unicocca	990601-IE-6	20 C	NIES-1856
Eudorina unicocca	TKI-C-1	20 C	NIES-1857
Eudorina unicocca	TKI-C-2	20 C	NIES-1858
Yamagishiella unicocca	Hasu-1	20 C	NIES-1859
Yamagishiella unicocca	Hasu-2	20 C	NIES-1860
Yamagishiella unicocca	Hasu-4	20 C	NIES-1861
Dolichospermum akankoense	TAC 505	20 C	NIES-1875
Dolichospermum akankoense	TAC 506	20 C	NIES-1876
Dolichospermum circinale	TAC 502	20 C	NIES-1877
Dolichospermum circinale	TAC 503	20 C	NIES-1878
Dolichospermum circinale	TAC 508	20 C	NIES-1879
Dolichospermum circinale	TAC 507	20 C	NIES-1880
Dolichospermum crassum	TAC 512	20 C	NIES-1881
Dolichospermum crassum	TAC 518	20 C	NIES-1882
Dolichospermum crassum	TAC 519	20 C	NIES-1883
Dolichospermum crassum	TAC 520	20 C	NIES-1884
Dolichospermum crassum	TAC 522	20 C	NIES-1885
Dolichospermum crassum	TAC 524	20 C	NIES-1886
Dolichospermum crassum	TAC 525	20 C	NIES-1887
Dolichospermum crassum	TAC 526	20 C	NIES-1888
Dolichospermum crassum	TAC 527	20 C	NIES-1889
Dolichospermum crassum	TAC 528	20 C	NIES-1890
Dolichospermum crassum	TAC 529	20 C	NIES-1891
Dolichospermum crassum	TAC 532	20 C	NIES-1892
Dolichospermum crassum	TAC 513	20 C	NIES-1893
Dolichospermum crassum	TAC 514	20 C	NIES-1894
Dolichospermum crassum	TAC 515	20 C	NIES-1895
Dolichospermum crassum	TAC 516	20 C	NIES-1896
Dolichospermum crassum	TAC 517	20 C	NIES-1897
Dolichospermum crassum	TAC 521	20 C	NIES-1898
Dolichospermum crassum	TAC 523	20 C	NIES-1899
Dolichospermum crassum	TAC 530	20 C	NIES-1900
Dolichospermum crassum	TAC 531	20 C	NIES-1901
Dolichospermum crassum	TAC 533	20 C	NIES-1902
Dolichospermum flos-aquae	TAC 429	20 C	NIES-1903
Sphaerospermopsis oumiana	TAC 509	20 C	NIES-1904
